time,pressure1, temperature1,pressure2,temperature2,x,y,z,counter,session
11685.4333,0.0,20.48,0.0,20.48,4,24,512,128,80
11685.6333,1.0667,20.48,0.0,20.52,5,0,512,128,80
11685.8333,0.0,20.52,0.0,20.48,0,0,512,128,80
11686.0333,0.0333,20.48,0.0,20.5,0,4,512,128,80
11686.2333,-19.2,20.48,0.0,20.48,0,4,512,128,80
11686.4333,-23.4667,20.48,0.0,20.52,0,0,512,128,80
11686.6333,0.0,20.48,0.0,20.52,0,0,512,128,80
11686.8333,0.5333,20.48,0.0,20.485,0,0,512,136,80
11687.0333,0.4,20.48,0.0,20.48,0,0,512,128,80
11687.2333,1.0667,20.48,0.0167,20.48,0,16,512,128,80
11687.4333,0.0,20.48,0.0,20.48,0,16,512,128,80
11687.6333,0.0,20.485,0.0,20.48,2,0,512,128,80
11687.8333,0.6,20.48,0.0,20.48,0,16,512,128,80
11688.0333,0.6667,20.48,0.0,20.48,0,0,512,128,80
11688.2333,10.6667,20.48,0.0,20.48,0,16,512,128,80
11688.4333,9.0667,20.48,0.0,20.48,0,24,512,144,80
11688.6333,8.5333,20.485,0.0,20.48,0,0,512,144,80
11688.8333,4.8,20.525,0.0,20.48,1,0,512,144,80
11689.0333,-4.2667,20.48,0.0,20.48,0,29,256,144,80
11689.2333,0.0,20.48,0.0,20.48,0,0,516,144,80
11689.4333,0.0,20.48,0.0,20.52,0,0,512,144,80
11689.6333,2.1333,20.48,0.0,20.48,8,16,512,144,80
11689.8333,2.1333,20.48,0.0,20.5,0,0,512,144,80
11690.0333,0.0,20.48,0.0,20.48,1,4,512,152,80
11690.2333,0.0,20.48,0.0,20.5,1,2,512,128,80
11690.4333,4.2667,20.48,0.0,20.485,4,4,512,128,80
11690.6333,10.6667,20.49,0.0,20.48,0,0,516,160,80
11690.8333,10.6667,20.48,0.0,20.48,0,0,512,160,80
11691.0333,12.2667,20.48,0.0,20.5,4,3,514,160,80
11691.2333,13.3333,20.48,0.0,20.52,0,1,516,0,80
11691.4333,0.1333,20.5,0.0,20.5,0,0,512,0,80
11691.6333,0.5333,20.48,0.0167,20.48,0,4,514,0,80
11691.8333,0.5333,20.48,0.0167,20.52,0,16,512,0,80
11692.0333,1.1333,20.56,0.0,20.52,0,0,512,0,80
11692.2333,0.5333,20.485,0.0,20.52,0,0,512,0,80
11692.4333,0.0,20.48,0.0,20.48,0,16,512,0,80
11692.6333,0.5333,20.48,0.0,20.48,0,0,512,0,80
11692.8333,0.0,20.48,0.0,20.495,0,0,520,0,80
11693.0333,-17.0,20.48,0.0,20.5,0,16,512,0,80
11693.2333,0.5333,20.48,0.0,20.48,0,0,512,8,80
11693.4333,0.5333,20.48,0.0,20.48,0,20,516,0,80
11693.6333,0.0333,20.48,0.0167,20.49,0,8,520,0,80
11693.8333,2.6667,20.48,0.0,20.485,0,0,512,0,80
11694.0333,2.7333,20.48,0.0167,20.52,0,20,516,0,80
11694.2333,2.6667,20.48,0.0,20.48,0,9,514,0,80
11694.4333,0.0,20.48,0.0,20.48,0,0,512,0,80
11694.6333,12.8,20.48,0.0,20.48,2,0,512,0,80
11694.8333,13.8667,20.48,0.0,20.48,0,0,512,16,80
11695.0333,9.6,20.48,0.0,20.48,0,0,512,16,80
11695.2333,-3.2,20.48,0.0,20.48,0,0,512,16,80
11695.4333,-14.9333,20.49,0.0167,20.48,0,0,512,16,80
11695.6333,-17.6,20.48,0.0,20.48,0,16,512,16,80
11695.8333,-19.2,20.48,0.0,20.48,0,16,516,16,80
11696.0333,0.5333,20.56,0.0,20.48,0,16,512,16,80
11696.2333,0.0,20.48,0.0167,20.48,0,17,512,16,80
11696.4333,0.0,20.49,0.0,20.48,0,8,515,24,80
11696.6333,0.0,20.48,0.0,20.48,4,0,514,0,80
11696.8333,0.0,20.56,0.0,20.48,2,0,512,0,80
11697.0333,0.0667,20.57,0.0,20.5,0,0,512,0,80
11697.2333,0.0,20.48,0.0,20.48,0,8,512,0,80
11697.4333,0.6667,20.48,0.0167,20.48,0,0,512,0,80
11697.6333,2.1667,20.48,0.0,20.485,0,2,512,0,80
11697.8333,0.0,20.48,0.0,20.48,0,0,512,0,80
11698.0333,2.1333,20.48,0.0,20.48,0,0,512,0,80
11698.2333,1.0667,20.48,0.0,20.48,0,0,513,0,80
11698.4333,-8.5,20.48,0.0,20.48,0,0,512,0,80
11698.6333,-20.2333,20.48,0.0,20.48,0,0,512,0,80
11698.8333,-20.2667,20.48,0.0,20.48,0,8,512,0,80
11699.0333,-16.5333,20.48,0.0,20.48,0,16,512,0,80
11699.2333,-15.4333,20.48,0.0,20.48,0,16,512,0,80
11699.4333,-16.5333,20.48,0.0,20.48,0,16,512,0,80
11699.6333,-11.2,20.48,0.0,20.48,4,0,512,8,80
11699.8333,1.0667,20.48,0.0,20.52,2,16,512,0,80
11700.0333,5.8667,20.48,0.0,20.48,5,16,512,0,80
11700.2333,0.5333,20.48,0.0,20.48,1,16,576,0,80
11700.4333,0.5333,20.48,0.0,20.52,0,0,524,0,80
11700.6333,0.2667,20.48,0.0,20.48,0,0,577,0,80
11700.8333,0.5333,20.48,0.0,21.12,0,4,576,0,80
11701.0333,0.0,20.48,0.0,21.16,0,0,577,0,80
11701.2333,0.0,20.48,0.0,20.48,1,1,576,16,80
11701.4333,0.5333,20.48,0.0,20.48,0,4,576,16,80
11701.6333,0.6667,20.5,0.0,20.48,4,0,576,16,80
11701.8333,0.0,20.48,0.0,20.48,0,0,580,16,80
11702.0333,0.5333,20.48,0.0,20.48,0,1,576,16,80
11702.2333,-1.0667,20.49,0.0,20.48,4,0,576,16,80
11702.4333,-1.0,20.48,0.0,20.48,0,0,576,16,80
11702.6333,-4.2667,20.48,0.0,20.48,0,0,576,16,80
11702.8333,-32.5333,20.48,0.0,20.48,0,0,576,24,80
11703.0333,-32.0,20.48,0.0,20.48,0,16,576,0,80
11703.2333,0.0,20.485,0.0,20.48,0,2,576,0,80
11703.4333,10.1333,20.5,0.0,20.48,0,32,576,32,80
11703.6333,13.3333,20.48,0.0,20.48,0,26,576,32,80
11703.8333,16.0,20.48,0.0,20.48,1,16,576,32,80
11704.0333,10.1667,20.48,0.0,20.48,0,24,576,64,80
11704.2333,12.8,20.52,0.0,20.48,0,0,580,64,80
11704.4333,11.2667,20.48,0.0167,21.14,0,16,576,0,80
11704.6333,1.0667,20.48,0.0,20.485,0,0,576,0,80
11704.8333,0.1667,20.48,0.0,20.48,0,0,576,0,80
11705.0333,0.1333,20.48,0.0,20.48,1,0,588,0,80
11705.2333,0.0,20.48,0.0,20.48,0,0,576,0,80
11705.4333,0.5333,20.48,0.0,20.495,0,0,576,0,80
11705.6333,0.2667,20.48,0.0,20.48,0,0,576,0,80
11705.8333,0.0,20.48,0.0,20.48,2,0,576,0,80
11706.0333,0.0,20.56,0.0,20.48,0,2,512,8,80
11706.2333,0.0667,20.48,0.0,20.48,0,16,576,0,80
11706.4333,-10.6667,20.48,0.0,20.48,2,0,512,0,80
11706.6333,6.4,20.48,0.0,20.48,0,0,520,0,80
11706.8333,11.7333,20.48,0.0,20.52,0,4,514,0,80
11707.0333,13.2,20.48,0.0,20.48,0,16,512,0,80
11707.2333,12.9667,20.48,0.0,20.48,2,0,576,0,80
11707.4333,13.9333,20.48,0.0167,20.48,0,0,512,0,80
11707.6333,17.1333,20.48,0.0,20.48,0,16,512,16,80
11707.8333,17.1667,20.48,0.0167,20.48,0,16,512,16,80
11708.0333,18.1333,20.48,0.0,20.48,0,0,512,16,80
11708.2333,17.6,20.48,0.0,20.48,1,0,512,16,80
11708.4333,19.2,20.48,0.0,20.48,0,0,512,16,80
11708.6333,0.0,20.48,0.0,20.48,0,0,512,16,80
11708.8333,1.0667,20.48,0.0,20.48,0,17,772,16,80
11709.0333,6.9333,20.48,0.0,21.12,2,16,768,16,80
11709.2333,0.0667,20.48,0.0,20.485,0,0,772,24,80
11709.4333,0.0,20.48,0.0,20.48,0,0,769,0,80
11709.6333,0.0,20.49,0.0,20.48,0,0,768,0,80
11709.8333,0.5333,20.5,0.0,20.48,0,4,768,0,80
11710.0333,0.1,20.48,0.0,20.48,0,0,784,0,80
11710.2333,0.2,20.52,0.0,20.48,0,0,576,0,80
11710.4333,0.3333,20.48,0.0,20.48,0,0,576,0,80
11710.6333,0.5333,20.52,0.0,20.48,0,0,768,0,80
11710.8333,0.5333,20.485,0.0,20.48,0,0,576,0,80
11711.0333,-51.7333,20.48,0.0,20.48,0,0,577,0,80
11711.2333,-51.0,20.48,0.0,20.48,0,0,576,0,80
11711.4333,-44.7667,20.48,0.0,20.48,0,16,576,0,80
11711.6333,-43.2,20.49,0.0,20.48,0,4,576,0,80
11711.8333,-51.2,20.48,0.0,20.48,1,0,512,0,80
11712.0333,-66.1333,20.48,0.0,20.48,4,0,512,0,80
11712.2333,-51.7333,20.52,0.0,20.52,0,16,512,0,80
11712.4333,-34.1333,20.48,0.0,20.5,0,0,577,8,80
11712.6333,2.1333,20.485,0.0,20.48,4,24,578,0,80
11712.8333,4.3,20.48,0.0,20.48,0,16,512,0,80
11713.0333,5.3333,20.48,0.0,20.48,0,24,514,0,80
11713.2333,1.0667,20.48,0.0,20.48,0,24,512,0,80
11713.4333,0.0333,20.48,0.0,20.52,0,8,576,0,80
11713.6333,5.4,20.48,0.0,20.48,0,16,576,0,80
11713.8333,0.0,20.48,0.0,20.48,0,16,512,0,80
11714.0333,0.5667,20.48,0.0,20.48,0,0,512,16,80
11714.2333,0.6,20.48,0.0,20.48,0,16,512,16,80
11714.4333,0.5667,20.48,0.0,20.48,0,0,576,16,80
11714.6333,0.5333,20.48,0.0,20.48,2,0,520,16,80
11714.8333,0.0,20.48,0.0,20.48,0,0,512,16,80
11715.0333,0.0,20.48,0.0167,20.48,0,8,512,16,80
11715.2333,0.0667,20.49,0.0,20.48,0,12,512,16,80
11715.4333,-68.1333,20.48,0.0,20.48,0,16,513,16,80
11715.6333,-31.9667,20.48,0.0,20.48,0,0,512,24,80
11715.8333,-16.5,20.57,0.0,20.48,0,0,512,0,80
11716.0333,-6.3667,20.48,0.0,20.48,2,0,512,0,80
11716.2333,0.5333,20.48,0.0,20.48,0,8,512,32,80
11716.4333,3.7667,20.48,0.0,20.48,0,20,512,32,80
11716.6333,4.8,20.48,0.0167,20.48,0,12,512,32,80
11716.8333,5.3333,20.48,0.0,20.48,0,16,512,0,80
11717.0333,5.8667,20.48,0.0,20.48,2,0,517,0,80
11717.2333,5.3333,20.48,0.0,20.48,0,2,512,0,80
11717.4333,2.6667,20.48,0.0,20.52,0,16,512,0,80
11717.6333,-1.6,20.48,0.0,20.48,0,0,512,0,80
11717.8333,-1.0667,20.48,0.0,20.485,0,0,512,0,80
11718.0333,-1.0667,20.48,0.0,20.5,0,0,514,0,80
11718.2333,0.0,20.48,0.0,20.485,0,0,512,0,80
11718.4333,0.0,20.48,0.0,20.5,0,4,512,0,80
11718.6333,0.1333,20.48,0.0,20.52,0,4,512,0,80
11718.8333,0.2667,20.48,0.0,20.48,0,0,512,8,80
11719.0333,0.0,20.5,0.0167,20.48,0,1,512,0,80
11719.2333,0.5333,20.48,0.0,20.48,0,2,512,0,80
11719.4333,0.5333,20.48,0.0,20.48,2,4,512,0,80
11719.6333,0.5333,20.48,0.0,20.48,0,0,516,0,80
11719.8333,0.4,20.48,0.0,21.12,8,18,512,0,80
11720.0333,-4.2667,20.48,0.0,20.5,0,0,512,0,80
11720.2333,0.0,20.48,0.0,20.48,0,8,512,0,80
11720.4333,0.0667,20.48,0.0,20.48,4,8,512,16,80
11720.6333,0.0,20.48,0.0,20.48,0,0,516,16,80
11720.8333,0.0,20.48,0.0,20.48,0,0,520,16,80
11721.0333,5.6,20.48,0.0,20.48,0,0,514,16,80
11721.2333,1.4667,20.485,0.0,20.48,0,0,512,16,80
11721.4333,2.1333,20.48,0.0,20.48,1,0,512,16,80
11721.6333,-5.8667,20.48,0.0,20.48,0,20,512,16,80
11721.8333,-7.4667,20.48,0.0,20.48,4,12,512,16,80
11722.0333,-11.7333,20.48,0.0,20.48,0,0,512,24,80
11722.2333,-12.2667,20.48,0.0,20.48,0,16,520,0,80
11722.4333,6.4,20.48,0.0,21.205,0,4,512,0,80
11722.6333,21.3667,20.48,0.0,20.5,1,12,514,0,80
11722.8333,0.0,20.48,0.0,20.48,0,16,544,0,80
11723.0333,0.0,20.48,0.0167,20.48,0,4,512,0,80
11723.2333,0.0,20.48,0.0167,20.48,0,16,512,0,80
11723.4333,0.5333,20.48,0.0,20.48,0,2,512,0,80
11723.6333,0.1333,20.48,0.0,20.48,0,16,512,0,80
11723.8333,0.5333,20.48,0.0,20.48,0,0,512,0,80
11724.0333,0.5667,20.52,0.0,20.485,0,16,513,0,80
11724.2333,0.0,20.48,0.0,21.125,0,0,512,0,80
11724.4333,0.0,20.48,0.0,20.48,0,16,512,0,80
11724.6333,0.0,20.48,0.0,20.48,0,20,520,0,80
11724.8333,4.8,20.48,0.0,20.48,0,0,512,0,80
11725.0333,4.2667,20.48,0.0,20.48,0,0,512,0,80
11725.2333,-8.4,20.48,0.0,20.48,0,0,520,8,80
11725.4333,-8.4,20.48,0.0167,20.485,0,0,512,0,80
11725.6333,3.2,20.48,0.0,20.48,0,0,512,0,80
11725.8333,12.8,20.52,0.0,20.48,0,0,512,0,80
11726.0333,17.0667,20.48,0.0,20.48,0,0,512,0,80
11726.2333,19.2,20.48,0.0,20.48,0,0,544,0,80
11726.4333,23.4667,20.48,0.0,21.125,0,1,520,0,80
11726.6333,21.3333,20.48,0.0,20.52,4,0,544,0,80
11726.8333,25.6,20.48,0.0,20.48,0,8,512,16,80
11727.0333,24.5333,20.52,0.0,20.48,0,0,544,16,80
11727.2333,0.0,20.48,0.0,21.12,1,16,512,16,80
11727.4333,0.0,20.48,0.0,20.48,0,0,512,16,80
11727.6333,0.0,20.48,0.0,20.48,0,4,512,16,80
11727.8333,0.0,20.48,0.0,20.48,0,16,512,16,80
11728.0333,0.1667,20.48,0.0,20.48,0,16,513,16,80
11728.2333,0.6,20.48,0.0,21.12,1,0,512,16,80
11728.4333,0.5667,20.48,0.0,20.52,0,16,513,24,80
11728.6333,0.0,20.48,0.0,20.48,1,16,512,0,80
11728.8333,0.0,20.48,0.0,20.48,0,0,512,0,80
11729.0333,0.0,20.48,0.0,20.48,0,8,512,32,80
11729.2333,2.1667,20.48,0.0,20.48,0,0,512,32,80
11729.4333,0.2667,20.48,0.0,20.48,0,0,512,32,80
11729.6333,5.4333,20.52,0.0,20.52,0,0,513,64,80
11729.8333,8.8333,20.48,0.0,20.48,0,0,520,64,80
11730.0333,17.0667,20.48,0.0,20.48,0,0,512,0,80
11730.2333,18.1333,20.48,0.0,21.12,1,0,520,0,80
11730.4333,17.0667,20.48,0.0,21.12,2,0,520,0,80
11730.6333,0.0,20.48,0.0,20.5,0,1,512,0,80
11730.8333,3.2,20.48,0.0,20.5,0,0,512,0,80
11731.0333,3.7333,20.48,0.0,20.48,0,0,512,0,80
11731.2333,1.0667,20.48,0.0,21.12,0,32,514,0,80
11731.4333,0.5333,20.485,0.0,20.48,0,0,512,0,80
11731.6333,2.6667,20.48,0.0,20.48,0,0,512,8,80
11731.8333,0.1,20.5,0.0,20.48,0,0,512,0,80
11732.0333,0.0,20.48,0.0,20.485,0,16,512,0,80
11732.2333,0.3,20.48,0.0,20.48,0,16,512,0,80
11732.4333,0.1333,20.48,0.0,20.485,0,1,512,0,80
11732.6333,0.0,20.48,0.0,20.48,0,18,512,0,80
11732.8333,1.0667,20.48,0.0167,20.48,0,0,576,0,80
11733.0333,0.1333,20.52,0.0,20.48,0,0,512,0,80
11733.2333,0.0,20.48,0.0,21.16,0,16,576,16,80
11733.4333,17.0667,20.48,0.0,20.52,0,0,512,16,80
11733.6333,10.1333,20.52,0.0,20.52,0,0,512,16,80
11733.8333,0.0,20.48,0.0,21.165,0,0,522,16,80
11734.0333,-49.5333,20.48,0.0,21.16,0,32,512,16,80
11734.2333,-21.3,20.48,0.0,20.48,0,32,512,16,80
11734.4333,-2.1333,20.48,0.0,20.48,5,0,512,16,80
11734.6333,0.0667,20.48,0.0,21.12,0,0,520,16,80
11734.8333,2.1333,20.48,0.0167,20.48,0,1,512,24,80
11735.0333,2.1333,20.48,0.0,20.48,0,0,544,0,80
11735.2333,0.5333,20.48,0.0,20.48,0,4,512,0,80
11735.4333,4.3,20.52,0.0,20.485,0,0,512,128,80
11735.6333,0.5667,20.48,0.0,20.48,0,0,512,128,80
11735.8333,-23.4333,20.49,0.0,21.16,0,0,520,128,80
11736.0333,-31.4667,20.48,0.0,21.14,0,0,512,128,80
11736.2333,-51.2,20.48,0.0,20.48,0,0,544,128,80
11736.4333,-17.0667,20.48,0.0,20.48,2,17,512,128,80
11736.6333,0.0667,20.48,0.0,20.48,0,16,512,128,80
11736.8333,0.8,20.48,0.0167,20.48,0,0,512,128,80
11737.0333,0.0,20.48,0.0,20.48,0,16,512,128,80
11737.2333,0.1333,20.48,0.0,20.48,0,0,512,128,80
11737.4333,0.6667,20.48,0.0,20.52,0,0,514,128,80
11737.6333,0.0,20.48,0.0,20.48,0,0,512,128,80
11737.8333,0.6,20.5,0.0,21.22,0,0,514,128,80
11738.0333,0.0,20.49,0.0,20.48,0,0,512,136,80
11738.2333,0.0,20.48,0.0,21.12,0,0,769,128,80
11738.4333,-21.2333,20.48,0.0,20.48,0,0,768,128,80
11738.6333,-25.3333,20.48,0.0,20.48,0,0,768,128,80
11738.8333,-8.2667,20.48,0.0,21.12,0,0,768,128,80
11739.0333,-2.8667,20.48,0.0167,21.16,0,8,769,128,80
11739.2333,-1.0667,20.48,0.0,21.16,0,0,768,128,80
11739.4333,1.0667,20.48,0.0167,21.16,0,0,768,128,80
11739.6333,4.2667,20.48,0.0,20.52,0,1,768,144,80
11739.8333,6.4,20.48,0.0167,20.485,0,18,768,144,80
11740.0333,6.9333,20.48,0.0,21.12,0,25,768,144,80
11740.2333,6.4,20.48,0.0,20.48,0,0,768,144,80
11740.4333,2.1333,20.48,0.0,21.12,0,1,768,144,80
11740.6333,0.0333,20.48,0.0,20.48,0,0,768,144,80
11740.8333,2.6667,20.51,0.0,20.48,0,0,768,144,80
11741.0333,11.7333,20.48,0.0,20.48,0,2,768,144,80
11741.2333,3.2,20.48,0.0,21.12,0,0,768,152,80
11741.4333,0.5333,20.48,0.0,20.49,4,20,512,128,80
11741.6333,0.0333,20.48,0.0,20.48,0,0,512,128,80
11741.8333,0.6667,20.48,0.0,21.12,0,0,512,160,80
11742.0333,0.0333,20.49,0.0,20.48,0,1,768,160,80
11742.2333,0.8,20.48,0.0,21.12,0,0,528,160,80
11742.4333,0.5333,20.52,0.0,21.125,0,8,512,0,80
11742.6333,0.3,20.48,0.0,20.48,0,0,512,0,80
11742.8333,0.0,20.48,0.0,21.12,0,0,512,0,80
11743.0333,1.2333,20.48,0.0,21.125,0,0,512,0,80
11743.2333,0.1333,20.5,0.0,20.48,0,0,512,0,80
11743.4333,-18.9333,20.48,0.0,20.48,2,0,520,0,80
11743.6333,-98.1333,20.48,0.0,20.48,0,0,520,0,80
11743.8333,-2.9333,20.49,0.0,20.48,0,0,512,0,80
11744.0333,5.6333,20.48,0.0167,20.48,0,32,774,0,80
11744.2333,2.1333,20.49,0.0,21.12,0,16,512,0,80
11744.4333,9.7,20.48,0.0,21.12,0,33,512,8,80
11744.6333,11.7333,20.49,0.0,20.48,0,0,768,0,80
11744.8333,13.0667,20.48,0.0,20.48,0,32,512,0,80
11745.0333,6.4,20.48,0.0,20.48,0,32,768,0,80
11745.2333,-3.7333,20.52,0.0167,21.16,0,0,512,0,80
11745.4333,-12.2667,20.49,0.0,20.5,0,16,514,0,80
11745.6333,-16.5333,20.495,0.0,21.12,0,16,512,0,80
11745.8333,0.5333,20.48,0.0,21.12,0,0,512,0,80
11746.0333,0.0,20.49,0.0167,20.48,0,16,528,16,80
11746.2333,0.1667,20.48,0.0,20.48,1,0,768,16,80
11746.4333,0.0,20.5,0.0,21.12,0,0,512,16,80
11746.6333,1.1333,20.485,0.0,21.165,0,0,520,16,80
11746.8333,0.5667,20.495,0.0,20.48,0,0,512,16,80
11747.0333,1.0667,20.48,0.0,20.48,0,0,512,16,80
11747.2333,0.0,20.48,0.0,20.48,0,0,512,16,80
11747.4333,15.0,20.49,0.0,21.125,0,32,512,16,80
11747.6333,16.0,20.48,0.0,21.12,0,0,512,24,80
11747.8333,10.6667,20.48,0.0,20.48,0,0,512,0,80
11748.0333,-1.9,20.48,0.0,20.48,0,0,528,0,80
11748.2333,-12.7333,20.485,0.0,20.48,0,0,512,0,80
11748.4333,-16.8667,20.49,0.0,21.14,0,32,512,0,80
11748.6333,-18.1333,20.48,0.0,21.12,2,0,520,0,80
11748.8333,-17.0667,20.48,0.0,21.12,0,8,512,0,80
11749.0333,-14.4,20.48,0.0,20.485,0,0,512,0,80
11749.2333,-10.6667,20.48,0.0,20.48,1,0,512,0,80
11749.4333,-10.6667,20.48,0.0,20.48,8,0,512,0,80
11749.6333,-2.6667,20.48,0.0,20.48,2,0,514,0,80
11749.8333,7.0,20.48,0.0,21.14,4,0,512,0,80
11750.0333,10.7333,20.48,0.0,21.12,0,0,512,0,80
11750.2333,1.0667,20.48,0.0,20.48,0,4,512,0,80
11750.4333,0.5333,20.48,0.0,20.48,0,0,524,0,80
11750.6333,1.1333,20.48,0.0,20.48,1,4,512,0,80
11750.8333,1.1333,20.49,0.0,20.48,2,0,520,8,80
11751.0333,0.0,20.48,0.0,21.12,0,4,512,0,80
11751.2333,0.1333,20.48,0.0,21.16,0,1,512,0,80
11751.4333,0.0,20.48,0.0,21.12,0,0,516,0,80
11751.6333,0.2667,20.48,0.0167,21.12,4,18,520,0,80
11751.8333,-24.8,20.48,0.0,21.12,0,0,512,0,80
11752.0333,-26.6667,20.48,0.0,21.125,0,0,544,0,80
11752.2333,-29.8667,20.49,0.0,20.485,1,0,512,0,80
11752.4333,-26.6,20.48,0.0,21.12,0,2,544,16,80
11752.6333,-20.0,20.51,0.0,20.5,0,32,512,16,80
11752.8333,-10.6667,20.485,0.0,20.48,0,1,512,16,80
11753.0333,0.0,20.49,0.0,21.16,1,0,514,16,80
11753.2333,7.4667,20.49,0.0,20.48,0,0,512,16,80
11753.4333,9.6,20.48,0.0,21.12,0,0,520,16,80
11753.6333,11.2,20.48,0.0,21.14,0,0,521,16,80
11753.8333,14.4,20.48,0.0,20.48,0,0,512,16,80
11754.0333,17.0667,20.48,0.0,21.18,0,0,512,24,80
11754.2333,14.4,20.49,0.0,20.48,0,0,520,0,80
11754.4333,11.2,20.48,0.0,20.485,1,24,544,0,80
11754.6333,0.0,20.49,0.0,21.16,0,20,512,32,80
11754.8333,0.5667,20.51,0.0,21.12,0,16,518,32,80
11755.0333,0.6,20.48,0.0,20.48,0,5,512,32,80
11755.2333,0.6667,20.48,0.0,20.48,0,0,512,64,80
11755.4333,0.3,20.48,0.0,21.16,0,16,512,64,80
11755.6333,0.5333,20.48,0.0,20.48,6,0,512,0,80
11755.8333,0.6667,20.48,0.0,21.13,0,16,584,0,80
11756.0333,0.5333,20.49,0.0,21.16,0,16,576,0,80
11756.2333,0.0,20.49,0.0,20.48,0,0,576,0,80
11756.4333,-2.0,20.49,0.0,20.48,0,0,584,0,80
11756.6333,-1.0667,20.48,0.0,21.16,0,0,520,0,80
11756.8333,-1.6,20.48,0.0,20.49,0,4,512,0,80
11757.0333,-3.7,20.48,0.0,21.14,4,1,512,0,80
11757.2333,-8.0,20.49,0.0,20.48,4,32,514,8,80
11757.4333,-13.3333,20.49,0.0,21.165,4,32,512,0,80
11757.6333,-29.3333,20.57,0.0,20.48,0,20,520,0,80
11757.8333,-41.0333,20.48,0.0,21.12,0,33,584,0,80
11758.0333,-13.3333,20.48,0.0,21.16,0,32,576,0,80
11758.2333,6.4,20.49,0.0,20.48,0,32,576,0,80
11758.4333,11.2,20.49,0.0,20.48,0,12,576,0,80
11758.6333,11.2333,20.49,0.0,21.18,0,0,576,0,80
11758.8333,13.3333,20.56,0.0167,20.48,0,0,520,16,80
11759.0333,14.4667,20.48,0.0,20.48,0,0,578,16,80
11759.2333,1.6333,20.49,0.0167,20.48,0,0,514,16,80
11759.4333,0.8,20.48,0.0,21.16,0,0,514,16,80
11759.6333,0.2667,20.49,0.0,21.22,0,0,512,16,80
11759.8333,0.6,20.57,0.0,20.48,0,16,512,16,80
11760.0333,0.6667,20.56,0.0,20.48,0,0,512,16,80
11760.2333,0.8,20.49,0.0,21.2,0,1,512,16,80
11760.4333,1.0667,20.48,0.0,21.12,0,0,512,24,80
11760.6333,0.0,20.48,0.0,21.2,0,0,512,0,80
11760.8333,0.0333,20.48,0.0,20.48,0,0,512,0,80
11761.0333,-23.4667,20.48,0.0,20.52,0,0,512,0,80
11761.2333,-8.5333,20.5,0.0,20.48,1,0,520,0,80
11761.4333,4.3333,20.48,0.0,21.16,0,0,258,0,80
11761.6333,10.7333,20.49,0.0167,21.2,3,1,264,0,80
11761.8333,13.8667,20.49,0.0,20.48,1,0,257,0,80
11762.0333,13.3333,20.48,0.0,21.12,0,32,256,0,80
11762.2333,14.4,20.48,0.0,20.48,0,32,256,0,80
11762.4333,7.4667,20.49,0.0,21.16,0,33,256,0,80
11762.6333,-2.1333,20.49,0.0,20.48,0,32,256,0,80
11762.8333,-1.6,20.49,0.0,20.48,4,32,256,0,80
11763.0333,-7.4667,20.57,0.0,20.48,0,32,256,0,80
11763.2333,-9.0333,20.48,0.0,21.12,0,0,512,0,80
11763.4333,-16.5333,20.48,0.0,21.205,0,32,512,0,80
11763.6333,-19.7,20.48,0.0,20.5,0,32,512,8,80
11763.8333,-14.4,20.49,0.0,21.2,0,0,512,0,80
11764.0333,-7.4,20.56,0.0,21.2,0,0,256,0,80
11764.2333,0.5333,20.5,0.0,21.205,0,0,512,0,80
11764.4333,0.0,20.48,0.0,21.16,0,0,512,0,80
11764.6333,0.0,20.49,0.0,21.205,0,0,512,0,80
11764.8333,0.7333,20.49,0.0,21.12,4,16,512,0,80
11765.0333,0.0,20.51,0.0,21.205,0,8,512,0,80
11765.2333,0.0,20.48,0.0,21.205,0,0,514,16,80
11765.4333,0.0333,20.57,0.0167,20.48,0,8,512,16,80
11765.6333,0.1333,20.48,0.0,20.48,0,0,512,16,80
11765.8333,-7.4,20.56,0.0,21.24,0,24,513,16,80
11766.0333,-14.7667,20.48,0.0,21.12,0,8,512,16,80
11766.2333,-14.9333,20.51,0.0,20.48,0,0,520,16,80
11766.4333,-12.8,20.52,0.0,20.48,0,0,512,16,80
11766.6333,-10.6667,20.48,0.0,21.16,0,2,512,16,80
11766.8333,-7.4667,20.49,0.0,21.14,0,0,512,24,80
11767.0333,-4.7667,20.52,0.0,20.48,1,0,512,0,80
11767.2333,2.6667,20.56,0.0,21.22,0,0,514,0,80
11767.4333,9.6,20.52,0.0,21.12,0,34,512,32,80
11767.6333,11.7333,20.56,0.0,21.12,4,32,512,32,80
11767.8333,11.7333,20.48,0.0,21.16,0,32,512,32,80
11768.0333,13.9,20.48,0.0,20.48,0,32,512,0,80
11768.2333,10.1333,20.49,0.0,20.49,0,0,256,0,80
11768.4333,-1.5667,20.48,0.0167,21.12,0,0,512,0,80
11768.6333,-9.0333,20.56,0.0,20.48,0,0,512,0,80
11768.8333,-11.2,20.56,0.0,20.48,0,0,512,0,80
11769.0333,-11.7333,20.56,0.0,20.48,0,0,512,0,80
11769.2333,-11.7333,20.48,0.0,21.125,0,0,512,0,80
11769.4333,0.2333,20.49,0.0,21.2,0,0,512,0,80
11769.6333,0.0,20.48,0.0,20.48,0,16,512,0,80
11769.8333,0.0667,20.48,0.0,21.205,0,16,520,0,80
11770.0333,0.1333,20.48,0.0,20.48,0,17,512,8,80
