sample_index,time,pressure
709250,28370.0,8.51254425048828e-05
709251,28370.04,8.440859985351562e-05
709252,28370.08,8.333332824707031e-05
709253,28370.12,8.261648559570312e-05
709254,28370.16,8.315412139892578e-05
709255,28370.2,8.315412139892578e-05
709256,28370.24,8.243727111816406e-05
709257,28370.28,8.279570007324218e-05
709258,28370.32,8.297490692138671e-05
709259,28370.36,8.243727111816406e-05
709260,28370.4,8.297490692138671e-05
709261,28370.44,8.189964294433594e-05
709262,28370.48,7.83154067993164e-05
709263,28370.52,7.65232925415039e-05
709264,28370.56,7.168458557128906e-05
709265,28370.6,6.39784927368164e-05
709266,28370.64,5.8960571289062495e-05
709267,28370.68,5.3225803375244137e-05
709268,28370.72,5.197132492065429e-05
709269,28370.76,4.695340347290039e-05
709270,28370.8,3.458781433105469e-05
709271,28370.84,2.67025089263916e-05
709272,28370.88,2.562723922729492e-05
709273,28370.92,2.652329635620117e-05
709274,28370.96,2.580645179748535e-05
709275,28371.0,2.3655914306640625e-05
709276,28371.04,1.971326065063477e-05
709277,28371.08,1.917562675476074e-05
709278,28371.12,2.186379814147949e-05
709279,28371.16,2.204301071166992e-05
709280,28371.2,1.9892473220825195e-05
709281,28371.24,1.738351249694824e-05
709282,28371.28,1.541218566894531e-05
709283,28371.32,1.4516128540039062e-05
709284,28371.36,1.4516128540039062e-05
709285,28371.4,1.630824279785156e-05
709286,28371.44,1.9892473220825195e-05
709287,28371.48,2.2401433944702147e-05
709288,28371.52,2.3655914306640625e-05
709289,28371.56,2.168458747863769e-05
709290,28371.6,2.1505374908447266e-05
709291,28371.64,2.759856605529785e-05
709292,28371.68,3.763440704345703e-05
709293,28371.72,4.8207885742187496e-05
709294,28371.76,5.448028564453125e-05
709295,28371.8,5.752688217163085e-05
709296,28371.84,5.87813606262207e-05
709297,28371.88,6.21863784790039e-05
709298,28371.92,6.774193572998047e-05
709299,28371.96,7.204300689697266e-05
709300,28372.0,7.258064270019531e-05
709301,28372.04,7.562723541259766e-05
709302,28372.08,7.83154067993164e-05
709303,28372.12,8.243727111816406e-05
709304,28372.16,8.942652130126953e-05
709305,28372.2,9.516128540039062e-05
709306,28372.24,9.767024993896483e-05
709307,28372.28,0.000101075263977
709308,28372.32,0.0001046594924926
709309,28372.36,0.0001091397857666
709310,28372.4,0.0001118279571533
709311,28372.44,0.0001179211425781
709312,28372.48,0.000127777770996
709313,28372.52,0.000137634399414
709314,28372.56,0.0001448028564453
709315,28372.6,0.0001492831573486
709316,28372.64,0.0001528673858642
709317,28372.68,0.0001550179138183
709318,28372.72,0.0001584229278564
709319,28372.76,0.0001587813568115
709320,28372.8,0.000158960571289
709321,28372.84,0.0001571684570312
709322,28372.88,0.0001543010711669
709323,28372.92,0.0001489247283935
709324,28372.96,0.0001421146850585
709325,28373.0,0.0001322580566406
709326,28373.04,0.0001252688140869
709327,28373.08,0.0001229390640258
709328,28373.12,0.0001232974853515
709329,28373.16,0.0001220430068969
709330,28373.2,0.0001204301071166
709331,28373.24,0.0001209677429199
709332,28373.28,0.0001209677429199
709333,28373.32,0.0001240143356323
709334,28373.36,0.0001263440856933
709335,28373.4,0.0001263440856933
709336,28373.44,0.0001281361999511
709337,28373.48,0.0001302867279052
709338,28373.52,0.000126702507019
709339,28373.56,0.0001189964141845
709340,28373.6,0.000112186378479
709341,28373.64,0.0001094982070922
709342,28373.68,0.0001094982070922
709343,28373.72,0.0001075268783569
709344,28373.76,0.0001068100357055
709345,28373.8,0.0001048387069702
709346,28373.84,0.0001030465927124
709347,28373.88,9.802867126464844e-05
709348,28373.92,9.229390716552734e-05
709349,28373.96,8.835124969482422e-05
709350,28374.0,8.763440704345703e-05
709351,28374.04,8.817204284667968e-05
709352,28374.08,8.888888549804687e-05
709353,28374.12,9.014336395263673e-05
709354,28374.16,8.835124969482422e-05
709355,28374.2,8.870967864990234e-05
709356,28374.24,8.799282836914062e-05
709357,28374.28,8.853046417236327e-05
709358,28374.32,8.835124969482422e-05
709359,28374.36,9.086021423339844e-05
709360,28374.4,9.211469268798827e-05
709361,28374.44,9.014336395263673e-05
709362,28374.48,8.727598571777343e-05
709363,28374.52,8.691756439208983e-05
709364,28374.56,9.13978500366211e-05
709365,28374.6,9.31899642944336e-05
709366,28374.64,9.301074981689452e-05
709367,28374.68,9.068099975585938e-05
709368,28374.72,9.157705688476562e-05
709369,28374.76,9.050179290771483e-05
709370,28374.8,8.978494262695312e-05
709371,28374.84,8.727598571777343e-05
709372,28374.88,8.655913543701171e-05
709373,28374.92,8.727598571777343e-05
709374,28374.96,8.996415710449218e-05
709375,28375.0,8.888888549804687e-05
709376,28375.04,8.637992858886718e-05
709377,28375.08,8.602149963378906e-05
709378,28375.12,8.458781433105468e-05
709379,28375.16,8.494623565673827e-05
709380,28375.2,8.369175720214843e-05
709381,28375.24,8.028673553466796e-05
709382,28375.28,7.670250701904296e-05
709383,28375.32,7.168458557128906e-05
709384,28375.36,6.953404998779296e-05
709385,28375.4,6.25447998046875e-05
709386,28375.44,5e-05
709387,28375.48,2.7777776718139647e-05
709388,28375.52,5.555555343627929e-06
709389,28375.56,-1.7921146154403683e-06
709390,28375.6,1.9713261127471923e-06
709391,28375.64,5.555555343627929e-06
709392,28375.68,9.856630325317385e-06
709393,28375.72,1.4157705307006836e-05
709394,28375.76,1.917562675476074e-05
709395,28375.8,2.383512496948242e-05
709396,28375.84,2.8136199951171874e-05
709397,28375.88,2.7777776718139647e-05
709398,28375.92,2.32974910736084e-05
709399,28375.96,2.186379814147949e-05
