time,pressure1
5901.949,3.73E-05
5901.95,3.72E-05
5901.951,3.72E-05
5901.952,3.70E-05
5901.953,3.70E-05
5901.954,3.70E-05
5901.955,3.70E-05
5901.956,3.70E-05
5901.957,3.72E-05
5901.958,3.72E-05
5901.959,3.72E-05
5901.96,3.73E-05
5901.961,3.73E-05
5901.962,3.73E-05
5901.963,3.73E-05
5901.964,3.73E-05
5901.965,3.75E-05
5901.966,3.77E-05
5901.967,3.77E-05
5901.968,3.79E-05
5901.969,3.79E-05
5901.97,3.80E-05
5901.971,3.80E-05
5901.972,3.82E-05
5901.973,3.84E-05
5901.974,3.84E-05
5901.975,3.86E-05
5901.976,3.86E-05
5901.977,3.87E-05
5901.978,3.87E-05
5901.979,3.89E-05
5901.98,3.89E-05
5901.981,3.89E-05
5901.982,3.89E-05
5901.983,3.87E-05
5901.984,3.87E-05
5901.985,3.87E-05
5901.986,3.86E-05
5901.987,3.86E-05
5901.988,3.86E-05
5901.989,3.86E-05
5901.99,3.86E-05
5901.991,3.86E-05
5901.992,3.86E-05
5901.993,3.86E-05
5901.994,3.87E-05
5901.995,3.89E-05
5901.996,3.91E-05
5901.997,3.91E-05
5901.998,3.93E-05
5901.999,3.95E-05
5902,3.95E-05
5902.001,3.95E-05
5902.002,3.95E-05
5902.003,3.93E-05
5902.004,3.93E-05
5902.005,3.91E-05
5902.006,3.89E-05
5902.007,3.89E-05
5902.008,3.89E-05
5902.009,3.89E-05
5902.01,3.89E-05
5902.011,3.89E-05
5902.012,3.89E-05
5902.013,3.89E-05
5902.014,3.89E-05
5902.015,3.89E-05
5902.016,3.89E-05
5902.017,3.89E-05
5902.018,3.89E-05
5902.019,3.89E-05
5902.02,3.87E-05
5902.021,3.87E-05
5902.022,3.86E-05
5902.023,3.86E-05
5902.024,3.84E-05
5902.025,3.84E-05
5902.026,3.84E-05
5902.027,3.84E-05
5902.028,3.84E-05
5902.029,3.84E-05
5902.03,3.84E-05
5902.031,3.84E-05
5902.032,3.84E-05
5902.033,3.84E-05
5902.034,3.86E-05
5902.035,3.86E-05
5902.036,3.86E-05
5902.037,3.86E-05
5902.038,3.87E-05
5902.039,3.86E-05
5902.04,3.86E-05
5902.041,3.84E-05
5902.042,3.84E-05
5902.043,3.82E-05
5902.044,3.82E-05
5902.045,3.82E-05
5902.046,3.82E-05
5902.047,3.82E-05
5902.048,3.82E-05
5902.049,3.82E-05
5902.05,3.82E-05
5902.051,3.82E-05
5902.052,3.84E-05
5902.053,3.84E-05
5902.054,3.84E-05
5902.055,3.84E-05
5902.056,3.84E-05
5902.057,3.84E-05
5902.058,3.84E-05
5902.059,3.82E-05
5902.06,3.82E-05
5902.061,3.80E-05
5902.062,3.79E-05
5902.063,3.77E-05
5902.064,3.75E-05
5902.065,3.73E-05
5902.066,3.72E-05
5902.067,3.70E-05
5902.068,3.68E-05
5902.069,3.66E-05
5902.07,3.66E-05
5902.071,3.64E-05
5902.072,3.64E-05
5902.073,3.64E-05
5902.074,3.64E-05
5902.075,3.64E-05
5902.076,3.64E-05
5902.077,3.64E-05
5902.078,3.64E-05
5902.079,3.64E-05
5902.08,3.63E-05
5902.081,3.61E-05
5902.082,3.59E-05
5902.083,3.59E-05
5902.084,3.59E-05
5902.085,3.59E-05
5902.086,3.59E-05
5902.087,3.59E-05
5902.088,3.59E-05
5902.089,3.59E-05
5902.09,3.59E-05
5902.091,3.59E-05
5902.092,3.59E-05
5902.093,3.59E-05
5902.094,3.61E-05
5902.095,3.61E-05
5902.096,3.61E-05
5902.097,3.63E-05
5902.098,3.63E-05
5902.099,3.63E-05
5902.1,3.64E-05
5902.101,3.64E-05
5902.102,3.64E-05
5902.103,3.64E-05
5902.104,3.64E-05
5902.105,3.64E-05
5902.106,3.64E-05
5902.107,3.64E-05
5902.108,3.66E-05
5902.109,3.66E-05
5902.11,3.66E-05
5902.111,3.66E-05
5902.112,3.66E-05
5902.113,3.66E-05
5902.114,3.66E-05
5902.115,3.68E-05
5902.116,3.68E-05
5902.117,3.68E-05
5902.118,3.70E-05
5902.119,3.70E-05
5902.12,3.70E-05
5902.121,3.70E-05
5902.122,3.72E-05
5902.123,3.72E-05
5902.124,3.73E-05
5902.125,3.75E-05
5902.126,3.77E-05
5902.127,3.79E-05
5902.128,3.80E-05
5902.129,3.84E-05
5902.13,3.86E-05
5902.131,3.87E-05
5902.132,3.91E-05
5902.133,3.93E-05
5902.134,3.95E-05
5902.135,3.96E-05
5902.136,3.98E-05
5902.137,4.00E-05
5902.138,4.02E-05
5902.139,4.03E-05
5902.14,4.05E-05
5902.141,4.05E-05
5902.142,4.05E-05
5902.143,4.07E-05
5902.144,4.07E-05
5902.145,4.07E-05
5902.146,4.09E-05
5902.147,4.09E-05
5902.148,4.10E-05
5902.149,4.10E-05
5902.15,4.12E-05
5902.151,4.12E-05
5902.152,4.14E-05
5902.153,4.14E-05
5902.154,4.14E-05
5902.155,4.16E-05
5902.156,4.16E-05
5902.157,4.16E-05
5902.158,4.16E-05
5902.159,4.16E-05
5902.16,4.16E-05
5902.161,4.16E-05
5902.162,4.14E-05
5902.163,4.14E-05
5902.164,4.12E-05
5902.165,4.12E-05
5902.166,4.10E-05
5902.167,4.10E-05
5902.168,4.09E-05
5902.169,4.07E-05
5902.17,4.07E-05
5902.171,4.05E-05
5902.172,4.05E-05
5902.173,4.03E-05
5902.174,4.02E-05
5902.175,4.00E-05
5902.176,3.98E-05
5902.177,3.96E-05
5902.178,3.95E-05
5902.179,3.93E-05
5902.18,3.91E-05
5902.181,3.87E-05
5902.182,3.86E-05
5902.183,3.84E-05
5902.184,3.82E-05
5902.185,3.82E-05
5902.186,3.80E-05
5902.187,3.79E-05
5902.188,3.77E-05
5902.189,3.75E-05
5902.19,3.75E-05
5902.191,3.73E-05
5902.192,3.72E-05
5902.193,3.70E-05
5902.194,3.70E-05
5902.195,3.68E-05
5902.196,3.68E-05
5902.197,3.66E-05
5902.198,3.64E-05
5902.199,3.64E-05
5902.2,3.63E-05
5902.201,3.61E-05
5902.202,3.61E-05
5902.203,3.59E-05
5902.204,3.59E-05
5902.205,3.57E-05
5902.206,3.56E-05
5902.207,3.56E-05
5902.208,3.54E-05
5902.209,3.52E-05
5902.21,3.52E-05
5902.211,3.50E-05
5902.212,3.49E-05
5902.213,3.49E-05
5902.214,3.47E-05
5902.215,3.47E-05
5902.216,3.45E-05
5902.217,3.45E-05
5902.218,3.43E-05
5902.219,3.43E-05
5902.22,3.41E-05
5902.221,3.41E-05
5902.222,3.40E-05
5902.223,3.38E-05
5902.224,3.38E-05
5902.225,3.36E-05
5902.226,3.36E-05
5902.227,3.34E-05
5902.228,3.33E-05
5902.229,3.33E-05
5902.23,3.31E-05
5902.231,3.29E-05
5902.232,3.29E-05
5902.233,3.27E-05
5902.234,3.27E-05
5902.235,3.27E-05
5902.236,3.27E-05
5902.237,3.27E-05
5902.238,3.27E-05
5902.239,3.27E-05
5902.24,3.27E-05
5902.241,3.27E-05
5902.242,3.27E-05
5902.243,3.26E-05
5902.244,3.26E-05
5902.245,3.24E-05
5902.246,3.22E-05
5902.247,3.22E-05
5902.248,3.20E-05
5902.249,3.20E-05
5902.25,3.18E-05
5902.251,3.17E-05
5902.252,3.17E-05
5902.253,3.15E-05
5902.254,3.15E-05
5902.255,3.13E-05
5902.256,3.13E-05
5902.257,3.13E-05
5902.258,3.13E-05
5902.259,3.11E-05
5902.26,3.11E-05
5902.261,3.11E-05
5902.262,3.10E-05
5902.263,3.10E-05
5902.264,3.10E-05
5902.265,3.10E-05
5902.266,3.10E-05
5902.267,3.10E-05
5902.268,3.10E-05
5902.269,3.08E-05
5902.27,3.08E-05
5902.271,3.08E-05
5902.272,3.08E-05
5902.273,3.08E-05
5902.274,3.08E-05
5902.275,3.08E-05
5902.276,3.08E-05
5902.277,3.08E-05
5902.278,3.08E-05
5902.279,3.08E-05
5902.28,3.06E-05
5902.281,3.06E-05
5902.282,3.04E-05
5902.283,3.04E-05
5902.284,3.03E-05
5902.285,3.03E-05
5902.286,3.03E-05
5902.287,3.01E-05
5902.288,3.01E-05
5902.289,3.01E-05
5902.29,3.01E-05
5902.291,3.01E-05
5902.292,3.01E-05
5902.293,3.03E-05
5902.294,3.03E-05
5902.295,3.04E-05
5902.296,3.04E-05
5902.297,3.06E-05
5902.298,3.06E-05
5902.299,3.06E-05
5902.3,3.06E-05
5902.301,3.06E-05
5902.302,3.04E-05
5902.303,3.04E-05
5902.304,3.04E-05
5902.305,3.04E-05
5902.306,3.03E-05
5902.307,3.03E-05
5902.308,3.03E-05
5902.309,3.03E-05
5902.31,3.04E-05
5902.311,3.04E-05
5902.312,3.06E-05
5902.313,3.08E-05
5902.314,3.10E-05
5902.315,3.10E-05
5902.316,3.11E-05
5902.317,3.13E-05
5902.318,3.15E-05
5902.319,3.15E-05
5902.32,3.17E-05
5902.321,3.17E-05
5902.322,3.17E-05
5902.323,3.17E-05
5902.324,3.18E-05
5902.325,3.18E-05
5902.326,3.20E-05
5902.327,3.20E-05
5902.328,3.22E-05
5902.329,3.24E-05
5902.33,3.26E-05
5902.331,3.26E-05
5902.332,3.27E-05
5902.333,3.29E-05
5902.334,3.29E-05
5902.335,3.31E-05
5902.336,3.33E-05
5902.337,3.34E-05
5902.338,3.34E-05
5902.339,3.36E-05
5902.34,3.36E-05
5902.341,3.36E-05
5902.342,3.34E-05
5902.343,3.34E-05
5902.344,3.33E-05
5902.345,3.33E-05
5902.346,3.31E-05
5902.347,3.31E-05
5902.348,3.33E-05
5902.349,3.33E-05
5902.35,3.34E-05
5902.351,3.34E-05
5902.352,3.36E-05
5902.353,3.36E-05
5902.354,3.38E-05
5902.355,3.40E-05
5902.356,3.41E-05
5902.357,3.43E-05
5902.358,3.45E-05
5902.359,3.47E-05
5902.36,3.49E-05
5902.361,3.50E-05
5902.362,3.50E-05
5902.363,3.52E-05
5902.364,3.54E-05
5902.365,3.54E-05
5902.366,3.56E-05
5902.367,3.57E-05
5902.368,3.59E-05
5902.369,3.61E-05
5902.37,3.63E-05
5902.371,3.64E-05
5902.372,3.66E-05
5902.373,3.66E-05
5902.374,3.68E-05
5902.375,3.70E-05
5902.376,3.72E-05
5902.377,3.73E-05
5902.378,3.73E-05
5902.379,3.75E-05
5902.38,3.75E-05
5902.381,3.77E-05
5902.382,3.77E-05
5902.383,3.77E-05
5902.384,3.77E-05
5902.385,3.77E-05
5902.386,3.77E-05
5902.387,3.77E-05
5902.388,3.77E-05
5902.389,3.77E-05
5902.39,3.77E-05
5902.391,3.77E-05
5902.392,3.79E-05
5902.393,3.80E-05
5902.394,3.80E-05
5902.395,3.82E-05
5902.396,3.84E-05
5902.397,3.84E-05
5902.398,3.84E-05
5902.399,3.86E-05
5902.4,3.84E-05
5902.401,3.84E-05
5902.402,3.82E-05
5902.403,3.80E-05
5902.404,3.80E-05
5902.405,3.79E-05
5902.406,3.77E-05
5902.407,3.77E-05
5902.408,3.75E-05
5902.409,3.75E-05
5902.41,3.73E-05
5902.411,3.73E-05
5902.412,3.73E-05
5902.413,3.73E-05
5902.414,3.73E-05
5902.415,3.73E-05
5902.416,3.73E-05
5902.417,3.73E-05
5902.418,3.75E-05
5902.419,3.75E-05
5902.42,3.75E-05
5902.421,3.73E-05
5902.422,3.73E-05
5902.423,3.73E-05
5902.424,3.72E-05
5902.425,3.72E-05
5902.426,3.72E-05
5902.427,3.72E-05
5902.428,3.72E-05
5902.429,3.72E-05
5902.43,3.72E-05
5902.431,3.72E-05
5902.432,3.72E-05
5902.433,3.70E-05
5902.434,3.72E-05
5902.435,3.72E-05
5902.436,3.72E-05
5902.437,3.72E-05
5902.438,3.73E-05
5902.439,3.73E-05
5902.44,3.73E-05
5902.441,3.73E-05
5902.442,3.73E-05
5902.443,3.72E-05
5902.444,3.72E-05
5902.445,3.70E-05
5902.446,3.68E-05
5902.447,3.68E-05
5902.448,3.66E-05
5902.449,3.66E-05
5902.45,3.66E-05
5902.451,3.66E-05
5902.452,3.64E-05
5902.453,3.64E-05
5902.454,3.64E-05
5902.455,3.66E-05
5902.456,3.66E-05
5902.457,3.66E-05
5902.458,3.66E-05
5902.459,3.66E-05
5902.46,3.64E-05
5902.461,3.64E-05
5902.462,3.63E-05
5902.463,3.63E-05
5902.464,3.61E-05
5902.465,3.59E-05
5902.466,3.59E-05
5902.467,3.57E-05
5902.468,3.57E-05
5902.469,3.57E-05
5902.47,3.57E-05
5902.471,3.57E-05
5902.472,3.59E-05
5902.473,3.61E-05
5902.474,3.63E-05
5902.475,3.64E-05
5902.476,3.64E-05
5902.477,3.66E-05
5902.478,3.68E-05
5902.479,3.70E-05
5902.48,3.70E-05
5902.481,3.72E-05
5902.482,3.73E-05
5902.483,3.73E-05
5902.484,3.75E-05
5902.485,3.75E-05
5902.486,3.75E-05
5902.487,3.75E-05
5902.488,3.75E-05
5902.489,3.77E-05
5902.49,3.77E-05
5902.491,3.77E-05
5902.492,3.77E-05
5902.493,3.79E-05
5902.494,3.80E-05
5902.495,3.82E-05
5902.496,3.84E-05
5902.497,3.86E-05
5902.498,3.89E-05
5902.499,3.91E-05
5902.5,3.93E-05
5902.501,3.95E-05
5902.502,3.96E-05
5902.503,3.98E-05
5902.504,4.00E-05
5902.505,4.02E-05
5902.506,4.03E-05
5902.507,4.05E-05
5902.508,4.07E-05
5902.509,4.09E-05
5902.51,4.09E-05
5902.511,4.10E-05
5902.512,4.12E-05
5902.513,4.14E-05
5902.514,4.14E-05
5902.515,4.14E-05
5902.516,4.16E-05
5902.517,4.16E-05
5902.518,4.18E-05
5902.519,4.18E-05
5902.52,4.18E-05
5902.521,4.18E-05
5902.522,4.18E-05
5902.523,4.18E-05
5902.524,4.19E-05
5902.525,4.19E-05
5902.526,4.19E-05
5902.527,4.21E-05
5902.528,4.21E-05
5902.529,4.23E-05
5902.53,4.23E-05
5902.531,4.25E-05
5902.532,4.25E-05
5902.533,4.26E-05
5902.534,4.26E-05
5902.535,4.28E-05
5902.536,4.28E-05
5902.537,4.28E-05
5902.538,4.28E-05
5902.539,4.28E-05
5902.54,4.28E-05
5902.541,4.28E-05
5902.542,4.28E-05
5902.543,4.28E-05
5902.544,4.28E-05
5902.545,4.28E-05
5902.546,4.28E-05
5902.547,4.28E-05
5902.548,4.28E-05
5902.549,4.30E-05
5902.55,4.32E-05
5902.551,4.32E-05
5902.552,4.33E-05
5902.553,4.35E-05
5902.554,4.35E-05
5902.555,4.35E-05
5902.556,4.35E-05
5902.557,4.37E-05
5902.558,4.37E-05
5902.559,4.35E-05
5902.56,4.35E-05
5902.561,4.33E-05
5902.562,4.33E-05
5902.563,4.32E-05
5902.564,4.30E-05
5902.565,4.28E-05
5902.566,4.26E-05
5902.567,4.25E-05
5902.568,4.23E-05
5902.569,4.21E-05
5902.57,4.19E-05
5902.571,4.19E-05
5902.572,4.18E-05
5902.573,4.16E-05
5902.574,4.16E-05
5902.575,4.14E-05
5902.576,4.14E-05
5902.577,4.12E-05
5902.578,4.12E-05
5902.579,4.10E-05
5902.58,4.09E-05
5902.581,4.07E-05
5902.582,4.05E-05
5902.583,4.03E-05
5902.584,4.02E-05
5902.585,4.00E-05
5902.586,3.98E-05
5902.587,3.96E-05
5902.588,3.96E-05
5902.589,3.95E-05
5902.59,3.93E-05
5902.591,3.93E-05
5902.592,3.93E-05
5902.593,3.91E-05
5902.594,3.91E-05
5902.595,3.91E-05
5902.596,3.91E-05
5902.597,3.89E-05
5902.598,3.89E-05
5902.599,3.89E-05
5902.6,3.87E-05
5902.601,3.86E-05
5902.602,3.84E-05
5902.603,3.82E-05
5902.604,3.80E-05
5902.605,3.79E-05
5902.606,3.77E-05
5902.607,3.75E-05
5902.608,3.73E-05
5902.609,3.72E-05
5902.61,3.72E-05
5902.611,3.70E-05
5902.612,3.70E-05
5902.613,3.68E-05
5902.614,3.68E-05
5902.615,3.68E-05
5902.616,3.68E-05
5902.617,3.68E-05
5902.618,3.68E-05
5902.619,3.68E-05
5902.62,3.68E-05
5902.621,3.66E-05
5902.622,3.66E-05
5902.623,3.64E-05
5902.624,3.64E-05
5902.625,3.63E-05
5902.626,3.63E-05
5902.627,3.61E-05
5902.628,3.61E-05
5902.629,3.61E-05
5902.63,3.61E-05
5902.631,3.61E-05
5902.632,3.61E-05
5902.633,3.61E-05
5902.634,3.63E-05
5902.635,3.63E-05
5902.636,3.63E-05
5902.637,3.64E-05
5902.638,3.64E-05
5902.639,3.64E-05
5902.64,3.66E-05
5902.641,3.66E-05
5902.642,3.66E-05
5902.643,3.66E-05
5902.644,3.66E-05
5902.645,3.66E-05
5902.646,3.66E-05
5902.647,3.68E-05
5902.648,3.68E-05
5902.649,3.68E-05
5902.65,3.70E-05
5902.651,3.70E-05
5902.652,3.70E-05
5902.653,3.70E-05
5902.654,3.70E-05
5902.655,3.70E-05
5902.656,3.70E-05
5902.657,3.70E-05
5902.658,3.70E-05
5902.659,3.70E-05
5902.66,3.68E-05
5902.661,3.68E-05
5902.662,3.68E-05
5902.663,3.66E-05
5902.664,3.66E-05
5902.665,3.66E-05
5902.666,3.64E-05
5902.667,3.64E-05
5902.668,3.64E-05
5902.669,3.64E-05
5902.67,3.63E-05
5902.671,3.63E-05
5902.672,3.63E-05
5902.673,3.64E-05
5902.674,3.64E-05
5902.675,3.64E-05
5902.676,3.64E-05
5902.677,3.66E-05
5902.678,3.66E-05
5902.679,3.66E-05
5902.68,3.66E-05
5902.681,3.66E-05
5902.682,3.66E-05
5902.683,3.66E-05
5902.684,3.66E-05
5902.685,3.66E-05
5902.686,3.66E-05
5902.687,3.66E-05
5902.688,3.68E-05
5902.689,3.68E-05
5902.69,3.68E-05
5902.691,3.70E-05
5902.692,3.70E-05
5902.693,3.70E-05
5902.694,3.72E-05
5902.695,3.72E-05
5902.696,3.73E-05
5902.697,3.73E-05
5902.698,3.75E-05
5902.699,3.77E-05
5902.7,3.77E-05
5902.701,3.79E-05
5902.702,3.80E-05
5902.703,3.82E-05
5902.704,3.84E-05
5902.705,3.86E-05
5902.706,3.87E-05
5902.707,3.89E-05
5902.708,3.91E-05
5902.709,3.91E-05
5902.71,3.93E-05
5902.711,3.93E-05
5902.712,3.95E-05
5902.713,3.95E-05
5902.714,3.95E-05
5902.715,3.96E-05
5902.716,3.96E-05
5902.717,3.96E-05
5902.718,3.98E-05
5902.719,3.98E-05
5902.72,4.00E-05
5902.721,4.02E-05
5902.722,4.02E-05
5902.723,4.03E-05
5902.724,4.05E-05
5902.725,4.05E-05
5902.726,4.07E-05
5902.727,4.07E-05
5902.728,4.09E-05
5902.729,4.10E-05
5902.73,4.12E-05
5902.731,4.14E-05
5902.732,4.16E-05
5902.733,4.18E-05
5902.734,4.18E-05
5902.735,4.19E-05
5902.736,4.19E-05
5902.737,4.21E-05
5902.738,4.21E-05
5902.739,4.21E-05
5902.74,4.23E-05
5902.741,4.23E-05
5902.742,4.23E-05
5902.743,4.23E-05
5902.744,4.23E-05
5902.745,4.23E-05
5902.746,4.25E-05
5902.747,4.25E-05
5902.748,4.25E-05
5902.749,4.25E-05
5902.75,4.25E-05
5902.751,4.23E-05
5902.752,4.23E-05
5902.753,4.23E-05
5902.754,4.23E-05
5902.755,4.21E-05
5902.756,4.19E-05
5902.757,4.19E-05
5902.758,4.18E-05
5902.759,4.18E-05
5902.76,4.16E-05
5902.761,4.14E-05
5902.762,4.12E-05
5902.763,4.10E-05
5902.764,4.10E-05
5902.765,4.09E-05
5902.766,4.09E-05
5902.767,4.09E-05
5902.768,4.09E-05
5902.769,4.09E-05
5902.77,4.09E-05
5902.771,4.09E-05
5902.772,4.09E-05
5902.773,4.09E-05
5902.774,4.09E-05
5902.775,4.09E-05
5902.776,4.09E-05
5902.777,4.09E-05
5902.778,4.07E-05
5902.779,4.07E-05
5902.78,4.07E-05
5902.781,4.05E-05
5902.782,4.03E-05
5902.783,4.00E-05
5902.784,3.98E-05
5902.785,3.95E-05
5902.786,3.93E-05
5902.787,3.89E-05
5902.788,3.87E-05
5902.789,3.86E-05
5902.79,3.84E-05
5902.791,3.84E-05
5902.792,3.82E-05
5902.793,3.80E-05
5902.794,3.80E-05
5902.795,3.79E-05
5902.796,3.79E-05
5902.797,3.79E-05
5902.798,3.79E-05
5902.799,3.77E-05
5902.8,3.75E-05
5902.801,3.75E-05
5902.802,3.73E-05
5902.803,3.72E-05
5902.804,3.68E-05
5902.805,3.66E-05
5902.806,3.64E-05
5902.807,3.63E-05
5902.808,3.59E-05
5902.809,3.57E-05
5902.81,3.56E-05
5902.811,3.54E-05
5902.812,3.52E-05
5902.813,3.50E-05
5902.814,3.49E-05
5902.815,3.47E-05
5902.816,3.45E-05
5902.817,3.45E-05
5902.818,3.45E-05
5902.819,3.45E-05
5902.82,3.45E-05
5902.821,3.45E-05
5902.822,3.43E-05
5902.823,3.43E-05
5902.824,3.43E-05
5902.825,3.43E-05
5902.826,3.43E-05
5902.827,3.41E-05
5902.828,3.41E-05
5902.829,3.40E-05
5902.83,3.40E-05
5902.831,3.38E-05
5902.832,3.36E-05
5902.833,3.36E-05
5902.834,3.34E-05
5902.835,3.33E-05
5902.836,3.31E-05
5902.837,3.31E-05
5902.838,3.29E-05
5902.839,3.27E-05
5902.84,3.27E-05
5902.841,3.26E-05
5902.842,3.26E-05
5902.843,3.24E-05
5902.844,3.24E-05
5902.845,3.22E-05
5902.846,3.22E-05
5902.847,3.22E-05
5902.848,3.22E-05
5902.849,3.22E-05
5902.85,3.22E-05
5902.851,3.22E-05
5902.852,3.24E-05
5902.853,3.24E-05
5902.854,3.24E-05
5902.855,3.24E-05
5902.856,3.24E-05
5902.857,3.24E-05
5902.858,3.22E-05
5902.859,3.22E-05
5902.86,3.22E-05
5902.861,3.22E-05
5902.862,3.20E-05
5902.863,3.20E-05
5902.864,3.20E-05
5902.865,3.18E-05
5902.866,3.18E-05
5902.867,3.18E-05
5902.868,3.17E-05
5902.869,3.17E-05
5902.87,3.17E-05
5902.871,3.17E-05
5902.872,3.17E-05
5902.873,3.18E-05
5902.874,3.18E-05
5902.875,3.20E-05
5902.876,3.22E-05
5902.877,3.22E-05
5902.878,3.24E-05
5902.879,3.24E-05
5902.88,3.26E-05
5902.881,3.26E-05
5902.882,3.26E-05
5902.883,3.26E-05
5902.884,3.26E-05
5902.885,3.26E-05
5902.886,3.27E-05
5902.887,3.27E-05
5902.888,3.27E-05
5902.889,3.27E-05
5902.89,3.27E-05
5902.891,3.27E-05
5902.892,3.27E-05
5902.893,3.27E-05
5902.894,3.27E-05
5902.895,3.27E-05
5902.896,3.29E-05
5902.897,3.29E-05
5902.898,3.29E-05
5902.899,3.31E-05
5902.9,3.31E-05
5902.901,3.31E-05
5902.902,3.31E-05
5902.903,3.31E-05
5902.904,3.31E-05
5902.905,3.31E-05
5902.906,3.29E-05
5902.907,3.29E-05
5902.908,3.27E-05
5902.909,3.27E-05
5902.91,3.27E-05
5902.911,3.27E-05
5902.912,3.27E-05
5902.913,3.27E-05
5902.914,3.29E-05
5902.915,3.29E-05
5902.916,3.31E-05
5902.917,3.31E-05
5902.918,3.33E-05
5902.919,3.33E-05
5902.92,3.34E-05
5902.921,3.36E-05
5902.922,3.36E-05
5902.923,3.38E-05
5902.924,3.40E-05
5902.925,3.40E-05
5902.926,3.41E-05
5902.927,3.41E-05
5902.928,3.43E-05
5902.929,3.43E-05
5902.93,3.45E-05
5902.931,3.45E-05
5902.932,3.45E-05
5902.933,3.45E-05
5902.934,3.45E-05
5902.935,3.47E-05
5902.936,3.47E-05
5902.937,3.49E-05
5902.938,3.49E-05
5902.939,3.49E-05
5902.94,3.49E-05
5902.941,3.49E-05
5902.942,3.49E-05
5902.943,3.49E-05
5902.944,3.49E-05
5902.945,3.49E-05
5902.946,3.49E-05
5902.947,3.49E-05
5902.948,3.49E-05
5902.949,3.49E-05
5902.95,3.49E-05
5902.951,3.49E-05
5902.952,3.49E-05
5902.953,3.49E-05
5902.954,3.50E-05
5902.955,3.50E-05
5902.956,3.52E-05
5902.957,3.54E-05
5902.958,3.56E-05
5902.959,3.57E-05
5902.96,3.57E-05
5902.961,3.57E-05
5902.962,3.59E-05
5902.963,3.59E-05
5902.964,3.59E-05
5902.965,3.59E-05
5902.966,3.59E-05
5902.967,3.59E-05
5902.968,3.59E-05
5902.969,3.59E-05
5902.97,3.57E-05
5902.971,3.57E-05
5902.972,3.57E-05
5902.973,3.57E-05
5902.974,3.57E-05
5902.975,3.56E-05
5902.976,3.56E-05
5902.977,3.56E-05
5902.978,3.56E-05
5902.979,3.56E-05
5902.98,3.54E-05
5902.981,3.54E-05
5902.982,3.54E-05
5902.983,3.54E-05
5902.984,3.52E-05
5902.985,3.52E-05
5902.986,3.52E-05
5902.987,3.52E-05
5902.988,3.52E-05
5902.989,3.52E-05
5902.99,3.52E-05
5902.991,3.54E-05
5902.992,3.54E-05
5902.993,3.54E-05
5902.994,3.54E-05
5902.995,3.54E-05
5902.996,3.54E-05
5902.997,3.54E-05
5902.998,3.56E-05
5902.999,3.56E-05
5903,3.56E-05
5903.001,3.57E-05
5903.002,3.57E-05
5903.003,3.57E-05
5903.004,3.57E-05
5903.005,3.59E-05
5903.006,3.61E-05
5903.007,3.61E-05
5903.008,3.63E-05
5903.009,3.63E-05
5903.01,3.64E-05
5903.011,3.64E-05
5903.012,3.66E-05
5903.013,3.66E-05
5903.014,3.66E-05
5903.015,3.66E-05
5903.016,3.66E-05
5903.017,3.66E-05
5903.018,3.64E-05
5903.019,3.64E-05
5903.02,3.61E-05
5903.021,3.59E-05
5903.022,3.57E-05
5903.023,3.56E-05
5903.024,3.54E-05
5903.025,3.52E-05
5903.026,3.50E-05
5903.027,3.50E-05
5903.028,3.49E-05
5903.029,3.49E-05
5903.03,3.49E-05
5903.031,3.50E-05
5903.032,3.52E-05
5903.033,3.52E-05
5903.034,3.54E-05
5903.035,3.54E-05
5903.036,3.56E-05
5903.037,3.56E-05
5903.038,3.57E-05
5903.039,3.57E-05
5903.04,3.57E-05
5903.041,3.57E-05
5903.042,3.56E-05
5903.043,3.56E-05
5903.044,3.56E-05
5903.045,3.54E-05
5903.046,3.54E-05
5903.047,3.54E-05
5903.048,3.54E-05
5903.049,3.54E-05
5903.05,3.54E-05
5903.051,3.54E-05
5903.052,3.56E-05
5903.053,3.56E-05
5903.054,3.56E-05
5903.055,3.57E-05
5903.056,3.59E-05
5903.057,3.59E-05
5903.058,3.59E-05
5903.059,3.59E-05
5903.06,3.59E-05
5903.061,3.59E-05
5903.062,3.59E-05
5903.063,3.57E-05
5903.064,3.57E-05
5903.065,3.57E-05
5903.066,3.57E-05
5903.067,3.57E-05
5903.068,3.57E-05
5903.069,3.57E-05
5903.07,3.57E-05
5903.071,3.57E-05
5903.072,3.57E-05
5903.073,3.57E-05
5903.074,3.57E-05
5903.075,3.57E-05
5903.076,3.57E-05
5903.077,3.57E-05
5903.078,3.57E-05
5903.079,3.57E-05
5903.08,3.57E-05
5903.081,3.57E-05
5903.082,3.56E-05
5903.083,3.56E-05
5903.084,3.54E-05
5903.085,3.52E-05
5903.086,3.52E-05
5903.087,3.52E-05
5903.088,3.50E-05
5903.089,3.50E-05
5903.09,3.49E-05
5903.091,3.49E-05
5903.092,3.49E-05
5903.093,3.49E-05
5903.094,3.49E-05
5903.095,3.49E-05
5903.096,3.50E-05
5903.097,3.50E-05
5903.098,3.50E-05
5903.099,3.50E-05
5903.1,3.50E-05
5903.101,3.50E-05
5903.102,3.50E-05
5903.103,3.50E-05
5903.104,3.50E-05
5903.105,3.50E-05
5903.106,3.50E-05
5903.107,3.50E-05
5903.108,3.52E-05
5903.109,3.52E-05
5903.11,3.54E-05
5903.111,3.56E-05
5903.112,3.56E-05
5903.113,3.57E-05
5903.114,3.59E-05
