sample_index,time,pressure
154000,6160.0,-0.0001693056182861
154001,6160.04,-0.0001586908416748
154002,6160.08,-0.000149314453125
154003,6160.12,-0.0001337461242675
154004,6160.16,-0.0001238390045166
154005,6160.2,-0.0001222467880249
154006,6160.24,-0.0001190623550415
154007,6160.28,-0.000107209197998
154008,6160.32,-8.810260772705078e-05
154009,6160.36,-7.660327148437499e-05
154010,6160.4,-5.802742004394531e-05
154011,6160.44,-4.582043075561523e-05
154012,6160.48,-3.255196762084961e-05
154013,6160.52,-5.661211490631103e-06
154014,6160.56,1.5037593841552731e-05
154015,6160.6,2.441397476196289e-05
154016,6160.64,3.945156860351562e-05
154017,6160.68,7.041132354736327e-05
154018,6160.72,0.0001006634216308
154019,6160.76,0.000122600616455
154020,6160.8,0.0001480760650634
154021,6160.84,0.000183104812622
154022,6160.88,0.0002172489929199
154023,6160.92,0.0002393631134033
154024,6160.96,0.0002611233825683
154025,6161.0,0.0002899601745605
154026,6161.04,0.0003267580566406
154027,6161.08,0.000357717803955
154028,6161.12,0.0003785935363769
154029,6161.16,0.0003908005065917
154030,6161.2,0.0003966386413574
154031,6161.24,0.0003962848205566
154032,6161.28,0.0003962848205566
154033,6161.32,0.0003941618652343
154034,6161.36,0.0003807164916992
154035,6161.4,0.0003688633117675
154036,6161.44,0.0003623175354003
154037,6161.48,0.0003476337890625
154038,6161.52,0.0003212737731933
154039,6161.56,0.0002934984436035
154040,6161.6,0.0002681998901367
154041,6161.64,0.0002544006958007
154042,6161.68,0.0002485625762939
154043,6161.72,0.0002314020233154
154044,6161.76,0.0002053958435058
154045,6161.8,0.0001829279022216
154046,6161.84,0.0001643520507812
154047,6161.88,0.0001409995574951
154048,6161.92,0.0001180008773803
154049,6161.96,0.0001029632873535
154050,6162.0,9.48252944946289e-05
154051,6162.04,8.739495849609374e-05
154052,6162.08,6.970366668701172e-05
154053,6162.12,5.0597080230712885e-05
154054,6162.16,3.732861328125e-05
154055,6162.2,3.095975112915039e-05
154056,6162.24,2.848297119140625e-05
154057,6162.28,2.459088897705078e-05
154058,6162.32,2.193719482421875e-05
154059,6162.36,2.052189254760742e-05
154060,6162.4,1.8575851440429687e-05
154061,6162.44,1.6275983810424805e-05
154062,6162.48,1.662980842590332e-05
154063,6162.52,1.6452896118164063e-05
154064,6162.56,1.6452896118164063e-05
154065,6162.6,1.592215824127197e-05
154066,6162.64,1.592215824127197e-05
154067,6162.68,1.5568331718444824e-05
154068,6162.72,1.592215824127197e-05
154069,6162.76,1.6275983810424805e-05
154070,6162.8,2.1052631378173828e-05
154071,6162.84,1.981424140930176e-05
154072,6162.88,1.6452896118164063e-05
154073,6162.92,1.4153029441833496e-05
154074,6162.96,1.6099071502685547e-05
154075,6163.0,2.1052631378173828e-05
154076,6163.04,2.600619125366211e-05
154077,6163.08,2.352941131591797e-05
154078,6163.12,2.1052631378173828e-05
154079,6163.16,2.4237062454223632e-05
154080,6163.2,2.6183103561401367e-05
154081,6163.24,2.2644845962524413e-05
154082,6163.28,1.8752763748168945e-05
154083,6163.32,1.981424140930176e-05
154084,6163.36,2.211410903930664e-05
154085,6163.4,2.512162590026856e-05
154086,6163.44,1.946041488647461e-05
154087,6163.48,1.4683767318725586e-05
154088,6163.52,1.521450614929199e-05
154089,6163.56,1.7868200302124024e-05
154090,6163.6,1.981424140930176e-05
154091,6163.64,1.946041488647461e-05
154092,6163.68,1.9637327194213867e-05
154093,6163.72,1.9637327194213867e-05
154094,6163.76,1.9637327194213867e-05
154095,6163.8,1.8929676055908203e-05
154096,6163.84,1.273772621154785e-05
154097,6163.88,-8.845643401145935e-07
154098,6163.92,-1.6983634948730468e-05
154099,6163.96,-2.848297119140625e-05
154100,6164.0,-4.104378509521484e-05
154101,6164.04,-4.918177795410156e-05
154102,6164.08,-5.501990127563476e-05
154103,6164.12,-6.174258804321288e-05
154104,6164.16,-6.811145019531249e-05
154105,6164.2,-8.049535369873047e-05
154106,6164.24,-0.0001010172424316
