sample_index,time,pressure
734000,29360.0,0.0002092584228515
734001,29360.04,0.0001979325714111
734002,29360.08,0.0002044044952392
734003,29360.12,0.000200449432373
734004,29360.16,0.0001738426971435
734005,29360.2,0.0001546067352294
734006,29360.24,0.0001434606628417
734007,29360.28,0.0001413033599853
734008,29360.32,0.0001409438171386
734009,29360.36,0.0001409438171386
734010,29360.4,0.0001423820190429
734011,29360.44,0.0001355505523681
734012,29360.48,0.0001288988800048
734013,29360.52,0.0001236853866577
734014,29360.56,0.0001231460647583
734015,29360.6,0.0001202696609497
734016,29360.64,0.0001139775238037
734017,29360.68,0.0001076853866577
734018,29360.72,9.653932189941406e-05
734019,29360.76,8.251685333251952e-05
734020,29360.8,5.501123428344726e-05
734021,29360.84,1.2943819999694824e-05
734022,29360.88,-2.6067415237426755e-05
734023,29360.92,-7.173033142089844e-05
734024,29360.96,-0.0001195505599975
734025,29361.0,-0.0001747415618896
734026,29361.04,-0.0002452134704589
734027,29361.08,-0.0002991460571289
734028,29361.12,-0.0003403146057128
734029,29361.16,-0.0003494831237792
734030,29361.2,-0.0003390561828613
734031,29361.24,-0.0003173033752441
734032,29361.28,-0.0003031011047363
734033,29361.32,-0.0002881797790527
734034,29361.36,-0.0002669662780761
734035,29361.4,-0.0002423370666503
734036,29361.44,-0.0002071011199951
734037,29361.48,-0.0001693483123779
734038,29361.52,-0.0001317752838134
734039,29361.56,-9.94157257080078e-05
734040,29361.6,-7.352809143066406e-05
734041,29361.64,-5.339325714111328e-05
734042,29361.68,-3.3617977142333986e-05
734043,29361.72,-1.6898876190185547e-05
734044,29361.76,-1.2584269046783447e-06
734045,29361.8,1.2764044761657714e-05
734046,29361.84,2.0314605712890624e-05
734047,29361.88,2.4089887619018555e-05
734048,29361.92,3.3617977142333986e-05
734049,29361.96,4.224718856811524e-05
734050,29362.0,4.979775238037109e-05
734051,29362.04,4.746067428588867e-05
734052,29362.08,4.296628952026367e-05
734053,29362.12,4.224718856811524e-05
734054,29362.16,4.494381713867187e-05
734055,29362.2,4.8539325714111326e-05
734056,29362.24,4.710112380981445e-05
734057,29362.28,4.3505615234375e-05
734058,29362.32,4.656179809570312e-05
734059,29362.36,4.440449142456055e-05
734060,29362.4,4.692134857177734e-05
734061,29362.44,5.141572952270508e-05
734062,29362.48,5.321348190307617e-05
734063,29362.52,5.303370666503906e-05
734064,29362.56,5.249438095092773e-05
734065,29362.6,5.249438095092773e-05
734066,29362.64,5.303370666503906e-05
734067,29362.68,5.231460571289063e-05
734068,29362.72,5.303370666503906e-05
734069,29362.76,5.429213333129882e-05
734070,29362.8,5.231460571289063e-05
734071,29362.84,5.033707809448242e-05
734072,29362.88,5.285393142700195e-05
734073,29362.92,5.483145904541016e-05
734074,29362.96,5.752808761596679e-05
734075,29363.0,6.058426666259765e-05
734076,29363.04,7.298876190185546e-05
734077,29363.08,0.000104449432373
734078,29363.12,0.000147415725708
734079,29363.16,0.0001815730285644
734080,29363.2,0.0002058426971435
734081,29363.24,0.0002087191009521
734082,29363.28,0.0002065617980957
734083,29363.32,0.0001927191009521
734084,29363.36,0.000187865158081
734085,29363.4,0.0001923595428466
734086,29363.44,0.0001936179656982
734087,29363.48,0.0001946966247558
734088,29363.52,0.0001946966247558
734089,29363.56,0.0001921797637939
734090,29363.6,0.0001864269561767
734091,29363.64,0.0001817528076171
734092,29363.68,0.0001786966247558
734093,29363.72,0.000176898864746
734094,29363.76,0.0001643146057128
734095,29363.8,0.0001538876342773
734096,29363.84,0.0001538876342773
734097,29363.88,0.0001493932495117
734098,29363.92,0.0001236853866577
734099,29363.96,0.0001062471847534
734100,29364.0,9.977527618408205e-05
734101,29364.04,0.0001001348266601
734102,29364.08,9.671910095214844e-05
734103,29364.12,9.366291809082033e-05
734104,29364.16,9.006741333007812e-05
734105,29364.2,7.838201904296875e-05
734106,29364.24,7.119100952148437e-05
734107,29364.28,6.310111999511719e-05
734108,29364.32,6.022471618652344e-05
734109,29364.36,4.116853713989258e-05
734110,29364.4,1.4561797142028808e-05
734111,29364.44,-6.651685237884521e-06
734112,29364.48,-3.523595428466797e-05
734113,29364.52,-6.435955047607421e-05
734114,29364.56,-9.384269714355468e-05
734115,29364.6,-0.0001222471847534
734116,29364.64,-0.0001569438171386
734117,29364.68,-0.0001866067352294
734118,29364.72,-0.0002047640380859
734119,29364.76,-0.0002009887542724
734120,29364.8,-0.0001943370666503
734121,29364.84,-0.0001882247161865
734122,29364.88,-0.0001885842590332
734123,29364.92,-0.0001862471923828
734124,29364.96,-0.0001776179656982
734125,29365.0,-0.0001630561676025
734126,29365.04,-0.0001481348266601
734127,29365.08,-0.0001366292114257
734128,29365.12,-0.0001231460647583
734129,29365.16,-0.0001030112304687
734130,29365.2,-8.34157257080078e-05
734131,29365.24,-6.112359237670898e-05
734132,29365.28,-4.368539047241211e-05
734133,29365.32,-2.714606666564941e-05
734134,29365.36,-1.5280898094177246e-05
734135,29365.4,-4.853932380676269e-06
734136,29365.44,4.134831428527832e-06
734137,29365.48,1.5101122856140136e-05
734138,29365.52,2.6966291427612303e-05
734139,29365.56,3.020224571228027e-05
734140,29365.6,3.07415714263916e-05
734141,29365.64,3.811235809326172e-05
734142,29365.68,4.368539047241211e-05
734143,29365.72,4.907865142822266e-05
734144,29365.76,4.584269714355468e-05
734145,29365.8,4.080898666381836e-05
734146,29365.84,3.97303352355957e-05
734147,29365.88,4.296628952026367e-05
734148,29365.92,4.512359237670898e-05
734149,29365.96,4.494381713867187e-05
734150,29366.0,4.206741333007812e-05
734151,29366.04,4.4584266662597655e-05
734152,29366.08,4.4584266662597655e-05
734153,29366.12,4.6202247619628905e-05
734154,29366.16,4.817977523803711e-05
734155,29366.2,4.943820190429688e-05
734156,29366.24,4.8719100952148434e-05
734157,29366.28,4.8539325714111326e-05
734158,29366.32,4.8719100952148434e-05
734159,29366.36,4.9258426666259766e-05
734160,29366.4,4.99775276184082e-05
734161,29366.44,4.8539325714111326e-05
734162,29366.48,4.8e-05
734163,29366.52,5.051685333251953e-05
734164,29366.56,5.1775279998779294e-05
734165,29366.6,5.608988571166992e-05
734166,29366.64,5.267415618896484e-05
734167,29366.68,6.777527618408203e-05
734168,29366.72,0.0001055280838012
734169,29366.76,0.0001488539276123
734170,29366.8,0.000182831451416
734171,29366.84,0.0002065617980957
734172,29366.88,0.0002243595428466
734173,29366.92,0.0002389213409423
734174,29366.96,0.0002385617980957
734175,29367.0,0.0002457528076171
734176,29367.04,0.0002430561676025
734177,29367.08,0.0002328089752197
734178,29367.12,0.0002209438171386
734179,29367.16,0.000211415725708
734180,29367.2,0.0002042247161865
734181,29367.24,0.0002000898742675
734182,29367.28,0.0001871460571289
734183,29367.32,0.0001788764038085
734184,29367.36,0.0001788764038085
734185,29367.4,0.0001725842590332
734186,29367.44,0.0001468764038085
734187,29367.48,0.0001263820190429
734188,29367.52,0.0001161348266601
734189,29367.56,0.0001148764038085
734190,29367.6,0.0001116404495239
734191,29367.64,0.0001102022476196
734192,29367.68,0.00010606741333
734193,29367.72,9.6e-05
734194,29367.76,8.988763427734374e-05
734195,29367.8,8.449437713623047e-05
734196,29367.84,8.12584228515625e-05
734197,29367.88,5.788763809204101e-05
734198,29367.92,2.5528089523315427e-05
734199,29367.96,-2.1573033332824704e-06
734200,29368.0,-2.4269662857055663e-05
734201,29368.04,-4.710112380981445e-05
734202,29368.08,-7.784269714355468e-05
734203,29368.12,-0.000109123588562
734204,29368.16,-0.0001411235961914
734205,29368.2,-0.0001648539276123
734206,29368.24,-0.0001911011199951
734207,29368.28,-0.0002117752685546
734208,29368.32,-0.0002331685333251
734209,29368.36,-0.0002403595428466
734210,29368.4,-0.0002399999999999
734211,29368.44,-0.0002196853942871
734212,29368.48,-0.0001948764038085
734213,29368.52,-0.0001783370666503
734214,29368.56,-0.0001578426971435
734215,29368.6,-0.0001387865142822
734216,29368.64,-0.0001164943771362
734217,29368.68,-9.564044952392576e-05
734218,29368.72,-7.802246856689453e-05
734219,29368.76,-5.752808761596679e-05
734220,29368.8,-4.206741333007812e-05
734221,29368.84,-2.87640438079834e-05
734222,29368.88,-1.6e-05
734223,29368.92,-7.191010951995849e-06
734224,29368.96,-2.696629047393799e-06
734225,29369.0,9.34831428527832e-06
734226,29369.04,1.815730285644531e-05
734227,29369.08,2.786516761779785e-05
734228,29369.12,2.5528089523315427e-05
734229,29369.16,2.17528076171875e-05
734230,29369.2,2.157303237915039e-05
734231,29369.24,2.6247190475463867e-05
734232,29369.28,3.1101121902465816e-05
734233,29369.32,3.1820222854614256e-05
734234,29369.36,3.020224571228027e-05
734235,29369.4,3.39775276184082e-05
734236,29369.44,3.3797752380371094e-05
734237,29369.48,3.811235809326172e-05
734238,29369.52,4.116853713989258e-05
734239,29369.56,4.242696380615234e-05
734240,29369.6,4.314606475830078e-05
734241,29369.64,4.3865165710449216e-05
734242,29369.68,4.422471618652344e-05
734243,29369.72,4.368539047241211e-05
734244,29369.76,4.314606475830078e-05
734245,29369.8,4.5303367614746095e-05
734246,29369.84,4.835955047607422e-05
734247,29369.88,5.1595504760742186e-05
734248,29369.92,4.674157333374023e-05
734249,29369.96,3.991011047363281e-05
734250,29370.0,3.8471908569335935e-05
734251,29370.04,4.098876190185546e-05
734252,29370.08,4.296628952026367e-05
734253,29370.12,4.242696380615234e-05
734254,29370.16,3.97303352355957e-05
734255,29370.2,4.242696380615234e-05
734256,29370.24,4.332583999633789e-05
734257,29370.28,5.105617904663085e-05
734258,29370.32,8.035955047607421e-05
734259,29370.36,0.0001184719085693
734260,29370.4,0.0001607191009521
734261,29370.44,0.0001995505523681
734262,29370.48,0.0002355056152343
734263,29370.52,0.0002608539123535
734264,29370.56,0.0002653482971191
734265,29370.6,0.0002639100952148
734266,29370.64,0.0002684044799804
734267,29370.68,0.0002556404418945
734268,29370.72,0.0002326292114257
734269,29370.76,0.0002033258361816
734270,29370.8,0.0001846292114257
734271,29370.84,0.0001591011199951
734272,29370.88,0.0001402247161865
734273,29370.92,0.0001290786437988
734274,29370.96,0.0001030112304687
734275,29371.0,8.611235809326171e-05
734276,29371.04,7.352809143066406e-05
734277,29371.08,7.334831237792968e-05
734278,29371.12,7.029212951660156e-05
734279,29371.16,6.256179428100586e-05
734280,29371.2,5.770786285400391e-05
734281,29371.24,5.824718856811523e-05
734282,29371.28,6.184269332885742e-05
734283,29371.32,5.860673904418945e-05
734284,29371.36,5.680898666381836e-05
734285,29371.4,6.471910095214843e-05
734286,29371.44,6.849437713623046e-05
734287,29371.48,5.1595504760742186e-05
734288,29371.52,4.026966094970703e-05
734289,29371.56,3.253932571411133e-05
734290,29371.6,2.912359428405761e-05
734291,29371.64,1.5820223808288574e-05
734292,29371.68,7.191011309623718e-07
734293,29371.72,-1.941572952270508e-05
734294,29371.76,-5.1595504760742186e-05
734295,29371.8,-8.39550552368164e-05
734296,29371.84,-0.0001155955047607
734297,29371.88,-0.0001461573028564
734298,29371.92,-0.0001761797637939
734299,29371.96,-0.0001936179656982
734300,29372.0,-0.0001941573028564
734301,29372.04,-0.0001842696533203
734302,29372.08,-0.0001724044952392
734303,29372.12,-0.0001646741485595
734304,29372.16,-0.0001553258361816
734305,29372.2,-0.0001317752838134
734306,29372.24,-0.0001087640380859
734307,29372.28,-8.755055999755859e-05
734308,29372.32,-7.802246856689453e-05
734309,29372.36,-7.280898284912108e-05
734310,29372.4,-6.417977142333984e-05
734311,29372.44,-4.99775276184082e-05
734312,29372.48,-3.559550476074218e-05
734313,29372.52,-2.6067415237426755e-05
734314,29372.56,-1.9955055236816404e-05
734315,29372.6,-8.808988571166992e-06
734316,29372.64,-8.988763689994811e-07
734317,29372.68,1.1325841903686524e-05
734318,29372.72,2.1932582855224608e-05
734319,29372.76,2.9483144760131835e-05
734320,29372.8,3.487640380859375e-05
734321,29372.84,3.757303237915039e-05
734322,29372.88,4.224718856811524e-05
734323,29372.92,4.314606475830078e-05
734324,29372.96,4.3505615234375e-05
734325,29373.0,4.674157333374023e-05
734326,29373.04,4.8539325714111326e-05
734327,29373.08,5.19550552368164e-05
734328,29373.12,4.7820224761962886e-05
734329,29373.16,4.116853713989258e-05
734330,29373.2,3.901123428344727e-05
734331,29373.24,4.206741333007812e-05
734332,29373.28,4.440449142456055e-05
734333,29373.32,4.404494094848632e-05
734334,29373.36,4.026966094970703e-05
734335,29373.4,4.332583999633789e-05
734336,29373.44,4.3505615234375e-05
734337,29373.48,4.494381713867187e-05
734338,29373.52,4.656179809570312e-05
734339,29373.56,4.60224723815918e-05
734340,29373.6,4.656179809570312e-05
734341,29373.64,4.5303367614746095e-05
734342,29373.68,4.54831428527832e-05
734343,29373.72,4.6382022857666014e-05
734344,29373.76,4.566292190551757e-05
734345,29373.8,4.4584266662597655e-05
734346,29373.84,4.961797714233398e-05
734347,29373.88,5.321348190307617e-05
734348,29373.92,6.14831428527832e-05
734349,29373.96,6.993257904052734e-05
734350,29374.0,8.719100952148438e-05
734351,29374.04,0.0001161348266601
734352,29374.08,0.0001438202209472
734353,29374.12,0.0001592808990478
734354,29374.16,0.0001617977447509
734355,29374.2,0.0001688089904785
734356,29374.24,0.0001777977447509
734357,29374.28,0.000182831451416
734358,29374.32,0.0001909213409423
734359,29374.36,0.0001927191009521
734360,29374.4,0.0001885842590332
734361,29374.44,0.000182651687622
734362,29374.48,0.0001742022399902
734363,29374.52,0.0001711460571289
734364,29374.56,0.0001662921295166
734365,29374.6,0.0001544269561767
734366,29374.64,0.0001452584228515
734367,29374.68,0.0001475955047607
734368,29374.72,0.000133033706665
734369,29374.76,0.0001098426971435
734370,29374.8,9.20449447631836e-05
734371,29374.84,8.952808380126953e-05
734372,29374.88,9.06067352294922e-05
734373,29374.92,9.078651428222655e-05
734374,29374.96,9.168539428710936e-05
734375,29375.0,8.413482666015624e-05
734376,29375.04,8.053932189941406e-05
734377,29375.08,7.640449523925782e-05
734378,29375.12,7.712359619140625e-05
734379,29375.16,7.730336761474609e-05
734380,29375.2,6.687640380859374e-05
734381,29375.24,6.166291809082031e-05
734382,29375.28,5.429213333129882e-05
734383,29375.32,3.703370666503906e-05
734384,29375.36,1.402247142791748e-05
