Extremum Values,Event Types,Event End Times,Event Start Times,Extremum Times,,Zelano Parameters,,,,,,,,
,,,,,,Breathing Rate,Inter-Breath Interval,Tidal Volume,Minute Ventilation,Duty Cycle,CV Duty Cycle,CV Breathing Rate,CV Breath Volumes,Inhale-Exhale Volumes
-0.00019566072083819987,exhale,6160.605000000123,6160.0,6160.0,,0.20577072568475926,4.8597777777777775,0.00010459705454891519,0.0012913807091411177,0.317133842425351,0.2993913115631157,0.23254725754474684,2.949974652037173,8.330567746097834e-05
nan,pause,6160.6060000001235,6160.605000000123,nan,,nan,nan,nan,nan,nan,nan,nan,nan,9.963727639250076e-05
0.000370283538803136,inhale,6162.261000000461,6160.6060000001235,6161.2000000002445,,nan,nan,nan,nan,nan,nan,nan,nan,4.037548079180919e-05
nan,pause,6162.262000000461,6162.261000000461,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.0003917826351990777
-0.0002448424831875624,exhale,6165.561000001133,6162.262000000461,6164.800000000978,,nan,nan,nan,nan,nan,nan,nan,nan,-0.0001489060713612374
nan,pause,6165.562000001133,6165.561000001133,nan,,nan,nan,nan,nan,nan,nan,nan,nan,8.746952411405027e-05
0.0004714776912976214,inhale,6167.098000001446,6165.562000001133,6166.080000001239,,nan,nan,nan,nan,nan,nan,nan,nan,-0.00017380389583014438
nan,pause,6168.771000001787,6167.098000001446,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-9.637927356986344e-06
-0.00019866822796894864,exhale,6170.724000002185,6168.771000001787,6169.760000001988,,nan,nan,nan,nan,nan,nan,nan,nan,0.00010460739753246511
nan,pause,6170.725000002185,6170.724000002185,nan,,,,,,,,,,
0.0006020393667341894,inhale,6172.233000002492,6170.725000002185,6171.200000002282,,,,,,,,,,
nan,pause,6172.234000002492,6172.233000002492,nan,,,,,,,,,,
-0.00040795614508746934,exhale,6176.154000003291,6172.234000002492,6175.400000003137,,,,,,,,,,
nan,pause,6176.155000003291,6176.154000003291,nan,,,,,,,,,,
0.0005286205441041499,inhale,6177.994000003666,6176.155000003291,6176.720000003406,,,,,,,,,,
nan,pause,6178.521000003773,6177.994000003666,nan,,,,,,,,,,
-6.0101222116846225e-06,exhale,6178.999000003871,6178.521000003773,6178.600000003789,,,,,,,,,,
nan,pause,6180.510000004178,6178.999000003871,nan,,,,,,,,,,
-0.00017478500329159034,exhale,6182.252000004533,6180.510000004178,6181.280000004335,,,,,,,,,,
nan,pause,6182.2530000045335,6182.252000004533,nan,,,,,,,,,,
0.0004884613026072029,inhale,6183.75600000484,6182.2530000045335,6182.840000004653,,,,,,,,,,
nan,pause,6185.808000005258,6183.75600000484,nan,,,,,,,,,,
8.319820087872947e-06,pause,6186.044000005306,6185.808000005258,6185.880000005272,,,,,,,,,,
nan,pause,6186.045000005306,6186.044000005306,nan,,,,,,,,,,
-0.00018451519556291138,exhale,6187.429000005588,6186.045000005306,6186.880000005476,,,,,,,,,,
nan,pause,6187.430000005588,6187.429000005588,nan,,,,,,,,,,
0.00037629858389550455,inhale,6189.116000005932,6187.430000005588,6188.0400000057125,,,,,,,,,,
nan,pause,6191.0390000063235,6189.116000005932,nan,,,,,,,,,,
-0.00014541745693042956,exhale,6192.98700000672,6191.0390000063235,6192.000000006519,,,,,,,,,,
nan,pause,6192.9880000067205,6192.98700000672,nan,,,,,,,,,,
0.00041486556830153565,inhale,6194.627000007054,6192.9880000067205,6193.560000006837,,,,,,,,,,
nan,pause,6196.8950000075165,6194.627000007054,nan,,,,,,,,,,
9.558207652408739e-06,inhale,6197.133000007565,6196.8950000075165,6197.000000007538,,,,,,,,,,
nan,pause,6197.134000007565,6197.133000007565,nan,,,,,,,,,,
-0.00016045504638516144,exhale,6198.966000007938,6197.134000007565,6198.080000007758,,,,,,,,,,
nan,pause,6198.967000007939,6198.966000007938,nan,,,,,,,,,,
0.0004046046425880362,inhale,6200.7430000083,6198.967000007939,6199.560000008059,,,,,,,,,,
nan,pause,6202.6330000086855,6200.7430000083,nan,,,,,,,,,,
-0.0003656739806087975,exhale,6204.343000009034,6202.6330000086855,6203.320000008825,,,,,,,,,,
nan,pause,6204.344000009034,6204.343000009034,nan,,,,,,,,,,
0.00047483905027990016,inhale,6206.376000009448,6204.344000009034,6204.880000009143,,,,,,,,,,
nan,pause,6208.002000009779,6206.376000009448,nan,,,,,,,,,,
-0.00033489114130961654,exhale,6209.836000010153,6208.002000009779,6208.720000009926,,,,,,,,,,
nan,pause,6209.837000010153,6209.836000010153,nan,,,,,,,,,,
0.00012119023131020013,pause,6209.97100001018,6209.837000010153,6209.960000010178,,,,,,,,,,
