Extremum Values,Event Types,Event End Times,Event Start Times,Extremum Times,,Zelano Parameters,,,,,,,,
,,,,,,Breathing Rate,Inter-Breath Interval,Tidal Volume,Minute Ventilation,Duty Cycle,CV Duty Cycle,CV Breathing Rate,CV Breath Volumes,Inhale-Exhale Volumes
1.0400000000003444e-05,pause,5820.09700000002,5820.0,5820.0,,0.16955013441310002,5.897960526315789,9.982494439440031e-05,0.0010155199643910485,0.45095931854289456,0.3725218545659942,0.09925857143756,1.4545245889410974,-0.0002321895299531694
nan,pause,5820.09800000002,5820.09700000002,nan,,nan,nan,nan,nan,nan,nan,nan,nan,6.251042997752906e-05
-0.00021658199999999655,exhale,5821.891000000385,5820.09800000002,5821.18000000024,,nan,nan,nan,nan,nan,nan,nan,nan,0.0001417813399472354
nan,pause,5821.892000000385,5821.891000000385,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.330305995810168e-05
0.000290980999949878,inhale,5825.472000001115,5821.892000000385,5822.520000000513,,nan,nan,nan,nan,nan,nan,nan,nan,0.00016418000493437007
nan,pause,5825.835000001189,5825.472000001115,nan,,nan,nan,nan,nan,nan,nan,nan,nan,7.536936494915127e-05
-0.0002233039999350186,exhale,5827.667000001562,5825.835000001189,5826.740000001373,,nan,nan,nan,nan,nan,nan,nan,nan,0.00010112055996402923
nan,pause,5827.668000001562,5827.667000001562,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.00013323353994018386
0.0002709900000000034,inhale,5830.484000002136,5827.668000001562,5828.510000001734,,nan,nan,nan,nan,nan,nan,nan,nan,0.0001593307998575457
nan,pause,5831.73000000239,5830.484000002136,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-3.4122640166927345e-05
-0.0002045519998265883,exhale,5833.679000002787,5831.73000000239,5832.820000002612,,nan,nan,nan,nan,nan,nan,nan,nan,0.0001742586697804966
nan,pause,5833.680000002787,5833.679000002787,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.000279552069834282
0.00033025599991774236,inhale,5836.173000003295,5833.680000002787,5834.200000002893,,nan,nan,nan,nan,nan,nan,nan,nan,3.956160494322206e-05
nan,pause,5838.345000003737,5836.173000003295,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.00013334479992242542
-0.000260986999751185,exhale,5840.315000004139,5838.345000003737,5839.320000003936,,nan,nan,nan,nan,nan,nan,nan,nan,0.00011111030481600706
nan,pause,5840.316000004139,5840.315000004139,nan,,nan,nan,nan,nan,nan,nan,nan,nan,7.355420476892386e-05
