Extremum Values,Event Types,Event End Times,Event Start Times,Extremum Times,,Zelano Parameters,,,,,,,,
,,,,,,Breathing Rate,Inter-Breath Interval,Tidal Volume,Minute Ventilation,Duty Cycle,CV Duty Cycle,CV Breathing Rate,CV Breath Volumes,Inhale-Exhale Volumes
17.06670000000002,inhale,0.434,0.0,0.0,,0.16218322893949605,6.165865648001491,4.540595053950819,44.18450202938695,0.2119099002884474,0.23418702940558353,19.842472696696262,3.63029670560144,-6.238223302639438
nan,pause,0.435,0.434,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.0848128191587403
-18.431799399759885,exhale,1.956,0.435,0.8300000000000001,,nan,nan,nan,nan,nan,nan,nan,nan,1.936481411918681
nan,pause,2.331,1.956,nan,,nan,nan,nan,nan,nan,nan,nan,nan,3.4793458695261403
21.218334633853566,inhale,3.5260000000000002,2.331,3.17,,nan,nan,nan,nan,nan,nan,nan,nan,1.3381981684463646
nan,pause,3.527,3.5260000000000002,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.1521013908218913
-21.830186622675452,exhale,4.809,3.527,3.84,,nan,nan,nan,nan,nan,nan,nan,nan,1.1158514050287192
nan,pause,5.179,4.809,nan,,nan,nan,nan,nan,nan,nan,nan,nan,3.836436513049934
23.342930492196892,inhale,6.259,5.179,5.67,,nan,nan,nan,nan,nan,nan,nan,nan,12.734924308644985
nan,pause,6.26,6.259,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.3621985052000642
-21.834036314525775,exhale,7.982,6.26,6.67,,nan,nan,nan,nan,nan,nan,nan,nan,1.3058647800000394
nan,pause,7.9830000000000005,7.982,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.2831793462000558
21.700100000000017,inhale,9.056000000000001,7.9830000000000005,8.5,,nan,nan,nan,nan,nan,nan,nan,nan,0.32183999280002595
nan,pause,9.057,9.056000000000001,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.5133126132000516
-19.64989999999998,exhale,10.935,9.057,9.5,,nan,nan,nan,nan,nan,nan,nan,nan,0.5629960780700571
nan,pause,10.936,10.935,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.2973314718000442
20.733400000000017,inhale,12.164,10.936,11.5,,nan,nan,nan,nan,nan,nan,nan,nan,0.8245245994000356
nan,pause,12.165000000000001,12.164,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.5783360000000517
-23.93329999999998,exhale,14.124,12.165000000000001,12.5,,nan,nan,nan,nan,nan,nan,nan,nan,4.341984811980042
nan,pause,14.125,14.124,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.5496811836000628
13.573165246098458,inhale,15.292,14.125,14.67,,nan,nan,nan,nan,nan,nan,nan,nan,1.843842519200038
nan,pause,15.293000000000001,15.292,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.7160533756000547
-19.653184633853552,exhale,17.046,15.293000000000001,15.67,,nan,nan,nan,nan,nan,nan,nan,nan,0.37436706020007016
nan,pause,17.047,17.046,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.9396696451900102
16.78020672268911,inhale,18.436,17.047,17.830000000000002,,nan,nan,nan,nan,nan,nan,nan,nan,1.0461704238900733
nan,pause,18.437,18.436,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.7793884400000319
-17.48618583433366,exhale,20.235,18.437,18.67,,nan,nan,nan,nan,nan,nan,nan,nan,1.3100687516000846
nan,pause,20.236,20.235,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.3064638066000267
22.553495320935852,inhale,21.431,20.236,21.16,,nan,nan,nan,nan,nan,nan,nan,nan,1.4599874019800527
nan,pause,21.432000000000002,21.431,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.7007094226000294
-19.90073631452583,exhale,23.303,21.432000000000002,21.830000000000002,,nan,nan,nan,nan,nan,nan,nan,nan,0.5467401792000288
nan,pause,23.304000000000002,23.303,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.1765972485999843
27.663243937575086,inhale,24.449,23.304000000000002,23.830000000000002,,nan,nan,nan,nan,nan,nan,nan,nan,2.666962099400072
nan,pause,24.45,24.449,nan,,nan,nan,nan,nan,nan,nan,nan,nan,108.23731145437986
-3.1210984403119264,exhale,25.077,24.45,24.66,,nan,nan,nan,nan,nan,nan,nan,nan,-0.2134539099999655
nan,pause,25.233,25.077,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.7808438387999708
20.50680000000001,inhale,26.411,25.233,25.67,,nan,nan,nan,nan,nan,nan,nan,nan,0.3696260422000196
nan,pause,26.412,26.411,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.604511051000086
-21.03480000000001,exhale,27.888,26.412,26.72,,nan,nan,nan,nan,nan,nan,nan,nan,-10.985696052199945
nan,pause,28.18,27.888,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.3138051252000871
18.530800000000028,inhale,29.248,28.18,28.62,,nan,nan,nan,nan,nan,nan,nan,nan,0.01616399280006675
nan,pause,29.249000000000002,29.248,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.9101064415999538
-22.272399999999767,exhale,30.678,29.249000000000002,29.67,,nan,nan,nan,nan,nan,nan,nan,nan,-0.9301054311999466
nan,pause,31.02,30.678,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-1.1397687790199709
18.534604400000063,inhale,32.209,31.02,31.82,,nan,nan,nan,nan,nan,nan,nan,nan,-1.5344964515999422
nan,pause,32.21,32.209,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-1.178265039999948
-19.676397799999908,exhale,33.502,32.21,32.57,,nan,nan,nan,nan,nan,nan,nan,nan,-0.9206274731999682
nan,pause,33.988,33.502,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.8130271597999474
19.565224400000073,inhale,35.246,33.988,34.660000000000004,,nan,nan,nan,nan,nan,nan,nan,nan,-0.9244158839999441
nan,pause,35.247,35.246,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.7532209799999641
-24.381202199999965,exhale,36.834,35.247,35.57,,nan,nan,nan,nan,nan,nan,nan,nan,-0.5498311999999399
nan,pause,37.121,36.834,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.41110844979996575
15.660499999999985,inhale,38.256,37.121,37.57,,nan,nan,nan,nan,nan,nan,nan,nan,-0.2691880899999628
nan,pause,38.257,38.256,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.3048890889999294
-21.999300000000076,exhale,39.651,38.257,38.660000000000004,,nan,nan,nan,nan,nan,nan,nan,nan,-0.24826454979996715
nan,pause,40.111000000000004,39.651,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.24396603399995165
19.22999999999976,inhale,41.239000000000004,40.111000000000004,40.82,,nan,nan,nan,nan,nan,nan,nan,nan,-0.4872629693999544
nan,pause,41.24,41.239000000000004,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.3624195969999695
-21.326999999999952,exhale,42.943,41.24,41.57,,nan,nan,nan,nan,nan,nan,nan,nan,-0.42449847879993197
nan,pause,42.944,42.943,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.28776019719993506
21.216395600000236,inhale,44.041000000000004,42.944,43.62,,nan,nan,nan,nan,nan,nan,nan,nan,-0.5733869499999438
nan,pause,44.042,44.041000000000004,nan,,nan,nan,nan,nan,nan,nan,nan,nan,2.0804813860000326
-23.54100000000011,exhale,45.772,44.042,44.37,,nan,nan,nan,nan,nan,nan,nan,nan,-0.31420602119995333
nan,pause,45.773,45.772,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.4214996099999695
20.926902199999823,inhale,47.0,45.773,46.42,,nan,nan,nan,nan,nan,nan,nan,nan,0.012746944560049656
nan,pause,47.001,47.0,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.11069087575994896
-20.495897800000026,exhale,48.601,47.001,47.37,,nan,nan,nan,nan,nan,nan,nan,nan,-0.10877918339995762
nan,pause,48.721000000000004,48.601,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.003429281519972349
25.419600000000354,inhale,49.823,48.721000000000004,49.22,,nan,nan,nan,nan,nan,nan,nan,nan,-20.087887589999983
nan,pause,49.824,49.823,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.38262030000000635
-22.19649999999998,exhale,51.436,49.824,50.21,,nan,nan,nan,nan,nan,nan,nan,nan,0.7202616709998964
nan,pause,51.563,51.436,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.3254309606000257
30.5167999999997,inhale,52.594,51.563,52.02,,nan,nan,nan,nan,nan,nan,nan,nan,1.3348463100001644
nan,pause,52.595,52.594,nan,,nan,nan,nan,nan,nan,nan,nan,nan,7.662017120000016
-18.463599999999946,exhale,54.191,52.595,53.02,,nan,nan,nan,nan,nan,nan,nan,nan,16.95960971640021
nan,pause,54.359,54.191,nan,,nan,nan,nan,nan,nan,nan,nan,nan,7.182054385100214
19.297662200000044,inhale,55.551,54.359,54.81,,nan,nan,nan,nan,nan,nan,nan,nan,2.31225500760009
nan,pause,55.552,55.551,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.43915683374991055
-19.54299560000021,exhale,56.993,55.552,55.97,,nan,nan,nan,nan,nan,nan,nan,nan,11.658066744469894
nan,pause,57.370000000000005,56.993,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-4.73237603632006
17.130595599999797,inhale,58.512,57.370000000000005,58.17,,nan,nan,nan,nan,nan,nan,nan,nan,23.604354556799798
nan,pause,58.513,58.512,nan,,nan,nan,nan,nan,nan,nan,nan,nan,4.068558886400032
-18.702024399999974,exhale,59.839,58.513,58.86,,nan,nan,nan,nan,nan,nan,nan,nan,-0.6210154197999778
nan,pause,60.329,59.839,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.7924077670000305
18.373897800000208,inhale,61.53,60.329,60.97,,nan,nan,nan,nan,nan,nan,nan,nan,2.4905527168003623
nan,pause,61.531,61.53,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.8040980497998405
-17.49460219999996,exhale,62.655,61.531,61.77,,nan,nan,nan,nan,nan,nan,nan,nan,3.140732408399977
nan,pause,63.489000000000004,62.655,nan,,nan,nan,nan,nan,nan,nan,nan,nan,2.5684440879500396
14.859400000000113,inhale,64.681,63.489000000000004,64.36,,nan,nan,nan,nan,nan,nan,nan,nan,1.4252715438999246
nan,pause,64.682,64.681,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.708076671780061
-20.75460000000014,exhale,66.0,64.682,65.02,,nan,nan,nan,nan,nan,nan,nan,nan,1.3989163800000046
nan,pause,66.001,66.0,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.1551747494000075
0.4306000000000806,pause,66.046,66.001,66.02,,nan,nan,nan,nan,nan,nan,nan,nan,0.5602410938001032
nan,pause,66.517,66.046,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.04344673380003172
16.992300000000284,inhale,67.803,66.517,67.17,,nan,nan,nan,nan,nan,nan,nan,nan,-0.09902061179994881
nan,pause,67.804,67.803,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.6322106558800353
-20.450099999999935,exhale,68.859,67.804,68.12,,nan,nan,nan,nan,nan,nan,nan,nan,7.8506256010800435
nan,pause,69.861,68.859,nan,,nan,nan,nan,nan,nan,nan,nan,nan,3.2622186280002623
17.50769999999973,inhale,71.023,69.861,70.57000000000001,,nan,nan,nan,nan,nan,nan,nan,nan,10.491090499999984
nan,pause,71.024,71.023,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-2.566152158509876
-19.62889779999997,exhale,72.261,71.024,71.32000000000001,,nan,nan,nan,nan,nan,nan,nan,nan,3.324116922400359
nan,pause,73.005,72.261,nan,,nan,nan,nan,nan,nan,nan,nan,nan,5.3383326530000055
16.863595600000302,inhale,74.367,73.005,74.02,,nan,nan,nan,nan,nan,nan,nan,nan,16.840495895600167
nan,pause,74.368,74.367,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.12156779080002089
-20.74842440000004,exhale,75.666,74.368,74.71000000000001,,nan,nan,nan,nan,nan,nan,nan,nan,4.11376628903956
nan,pause,76.333,75.666,nan,,nan,nan,nan,nan,nan,nan,nan,nan,-0.9840803675999421
18.67479999999958,inhale,77.518,76.333,76.82000000000001,,nan,nan,nan,nan,nan,nan,nan,nan,0.18905835704014073
nan,pause,77.519,77.518,nan,,nan,nan,nan,nan,nan,nan,nan,nan,1.6231208654001152
-22.238437800000035,exhale,79.042,77.519,77.86,,nan,nan,nan,nan,nan,nan,nan,nan,1.3740371470000472
