sample_index,time,pressure
735900,29436.0,9.371012115478516e-05
735901,29436.04,7.402005004882812e-05
735902,29436.08,6.0711029052734375e-05
735903,29436.12,3.9380126953125e-05
735904,29436.16,1.5496809005737305e-05
735905,29436.2,-1.367365550994873e-05
735906,29436.24,-4.302643585205078e-05
735907,29436.28,-7.073837280273437e-05
735908,29436.32,-9.407474517822266e-05
735909,29436.36,-0.0001190519561767
735910,29436.4,-0.0001369188690185
735911,29436.44,-0.0001494986267089
735912,29436.48,-0.0001606198730468
735913,29436.52,-0.0001746581573486
735914,29436.56,-0.000199453048706
735915,29436.6,-0.0002189608001708
735916,29436.64,-0.0002231540527343
735917,29436.68,-0.0002207839508056
735918,29436.72,-0.0002244302673339
735919,29436.76,-0.0002293527832031
735920,29436.8,-0.0002324521331787
735921,29436.84,-0.0002302643585205
735922,29436.88,-0.0002337283477783
735923,29436.92,-0.0002375569763183
735924,29436.96,-0.0002393801269531
735925,29437.0,-0.0002381039123535
735926,29437.04,-0.000239927078247
735927,29437.08,-0.0002446672668457
735928,29437.12,-0.0002494074707031
735929,29437.16,-0.0002546946258544
735930,29437.2,-0.0002588878784179
735931,29437.24,-0.0002616225891113
735932,29437.28,-0.0002612579650878
735933,29437.32,-0.0002603464050292
735934,29437.36,-0.0002603464050292
735935,29437.4,-0.0002641750183105
735936,29437.44,-0.0002745669860839
735937,29437.48,-0.0002754785766601
735938,29437.52,-0.000266180480957
735939,29437.56,-0.0002610756530761
735940,29437.6,-0.0002594348144531
735941,29437.64,-0.0002594348144531
735942,29437.68,-0.000256153137207
735943,29437.72,-0.0002539653625488
735944,29437.76,-0.0002556062011718
735945,29437.8,-0.0002574293518066
735946,29437.84,-0.000256153137207
735947,29437.88,-0.0002543299865722
735948,29437.92,-0.0002543299865722
735949,29437.96,-0.0002567000732421
735950,29438.0,-0.0002601640930175
735951,29438.04,-0.0002638103942871
735952,29438.08,-0.0002658158569335
735953,29438.12,-0.0002672743835449
735954,29438.16,-0.0002647219543457
735955,29438.2,-0.0002636280822753
735956,29438.24,-0.0002634457702636
735957,29438.28,-0.0002736554260253
735958,29438.32,-0.000282224243164
735959,29438.36,-0.0002756608886718
735960,29438.4,-0.0002656335449218
735961,29438.44,-0.0002630811157226
735962,29438.48,-0.0002623518676757
735963,29438.52,-0.0002610756530761
735964,29438.56,-0.0002557885131835
735965,29438.6,-0.0002568824157714
735966,29438.64,-0.0002590701904296
735967,29438.68,-0.0002597994384765
735968,29438.72,-0.0002565177612304
735969,29438.76,-0.0002554238739013
735970,29438.8,-0.0002579762878417
735971,29438.84,-0.0002614402770996
735972,29438.88,-0.0002669097595214
735973,29438.92,-0.0002785779418945
735974,29438.96,-0.0002958978881835
735975,29439.0,-0.0003132178649902
735976,29439.04,-0.0003321786499023
735977,29439.08,-0.0003566089172363
735978,29439.12,-0.0003890610656738
735979,29439.16,-0.0004253418273925
735980,29439.2,-0.0004419325256347
735981,29439.24,-0.0004479489440917
